predictor,outcome,r2
RH_F_9A_F_6_AnsVal,SF-36_35,0.0293634085
MW_7-10_3_AnsVal,HC_38_1,0.0293471249
NPX_2-5_3_AnsVal,SF-36_23,0.0293439495
GH_73-78_4,SF-36_27,0.029343385
GH_1-7_3,SF-36_27,0.0293373366
GH_37-41_2,HC_38_4,0.0293364214
GH_1-7_1,SF-36_13,0.0293325367
HCU_28A-E_E_AnsVal,SF-36_26,0.0293311998
CTXD_39-43_2_AnsVal,HC_38_7,0.0293300299
GH_44-48_5,SF-36_4,0.0293293817
ISQ_12-15_2_AnsVal,SF-36_13,0.0293199913
DEM_INC_3,SF-36_28,0.0293190234
AUDIT-C_10,SF-36_3,0.0293179279
ISQ_12-15_4_AnsVal,HC_38_15,0.0293128018
CTXD_44-46_2_AnsVal,HC_38_3,0.0293128001
GAD7_5F,HC_37_1,0.0292979524
GH_25-28_5,SF-36_36,0.0292950715
RH_8a_2_AnsVal,SF-36_4,0.0292922763
CTXD_29-33_4_AnsVal,HC_38_4,0.0292890205
MJM_4A_1,HC_37_3,0.0292810458
PHQ_2A-D_2_AnsVal,HC_38_16,0.0292701118
MW_19-23_3_AnsVal,SF-36_35,0.029259891
RH_M_9G_L_4_AnsVal,HC_38_7,0.0292578912
GH_37-41_2,SF-36_31,0.0292575308
FSI_1-4_1_AnsText,HC_37_5,0.0292565413
MW_15-18_2_AnsVal,HC_38_1,0.0292297866
GH_65-68_5,SF-36_27,0.0291965565
MJM_1D_3-5_1_AnsVal,HC_38_15,0.0291869051
GH_65-68_5,SF-36_14,0.0291823795
HCU_25_AnsVal,SF-36_9,0.0291808497
HC_37_10_AnsVal,SF-36_19,0.0291806936
MW_7-10_1_AnsVal,SF-36_3,0.0291782573
HCU_25_AnsVal,SF-36_6,0.0291716725
HCU_28A-E_A_AnsVal,SF-36_14,0.0291627747
GH_65-68_5,SF-36_15,0.029157973
CTXD_24-28_2_AnsVal,SF-36_12,0.0291426099
DIET_27_32_2_AnsVal,HC_37_1,0.0291293016
KW_39-42_1_AnsVal,SF-36_26,0.0291242109
GH_M_60-64_6,SF-36_35,0.0291134612
GH_37-41_6,SF-36_12,0.0291106806
GH_M_60-64_4,SF-36_29,0.0291020176
PHQ_2E-H_2_AnsVal,SF-36_3,0.0290950515
ISQ_2-7_6_AnsVal,SF-36_31,0.0290914934
MJM_2D_3-5_3_AnsVal,SF-36_30,0.0290796012
MW_4,SF-36_13,0.0290676042
AUDIT-C_10,SF-36_6,0.0290443646
FSI_5-8_3_AnsText,HC_37_1,0.0290374187
ISQ_2-7_3_AnsVal,SF-36_10,0.0290333331
CTXD_29-33_4_AnsVal,SF-36_4,0.0290216136
DIET_27_32_2_AnsVal,SF-36_29,0.0290194749
RH_M_9G_L_2_AnsVal,SF-36_29,0.0290147849
GH_20-A_2,SF-36_9,0.0290010606
GH_29-33_6,SF-36_11,0.028997576
ISQ_8-11_4_AnsVal,SF-36_11,0.028973148
RH_M_9G_L_1_AnsVal,SF-36_11,0.028971029
SF-36_32,HC_38_8,0.0289690339
MW_15-18_2_AnsVal,SF-36_7,0.0289419666
RH_3A,SF-36_24,0.0289385455
GH_37-41_6,SF-36_7,0.0289348087
GH_37-41_4,SF-36_14,0.0289329681
GH_F_57A,HC_37_8,0.0289276974
CTXD_39-43_4_AnsVal,HC_37_5,0.0289047323
RH_6,SF-36_9,0.0289038967
MW_19-23_2_AnsVal,SF-36_10,0.0288987335
PHQ_2A-D_4_AnsVal,HC_37_3,0.0288896962
GH_44-48_4,SF-36_5,0.0288729411
DEM_INC_3,HC_38_6,0.0288655125
CTXD_34-38_2_AnsVal,HC_38_1,0.0288475162
GAD7_5A,SF-36_5,0.02882532
DIET_25,SF-36_3,0.0288098422
GH_37-41_4,SF-36_17,0.0287963921
SP_60A,SF-36_31,0.0287918763
MW_15-18_4_AnsVal,HC_37_1,0.0287881346
DIET_23,SF-36_17,0.0287880722
MJM_1,SF-36_30,0.0287867849
HCU_3_4_AnsVal,SF-36_36,0.0287767981
GH_M_60-64_5,SF-36_36,0.0287767238
GH_37-41_1,SF-36_31,0.0287748405
ISQ_8-11_2_AnsVal,SF-36_9,0.0287319747
CTXD_50-54_5_AnsVal,HC_37_9,0.0287302528
CTXD_29-33_4_AnsVal,HC_38_16,0.0287203029
DIET_18-20_3,HC_37_7,0.0287153053
GH_F_58A_AnsVal,SF-36_24,0.0287136482
GH_44-48_4,SF-36_10,0.028705388
GH_25-28_3,SF-36_13,0.0286990241
LTEQ_3_AnsVal,SF-36_16,0.0286926293
MJM_1C,SF-36_34,0.0286785885
GH_34-A_2,SF-36_10,0.0286730432
GH_44-48_4,SF-36_4,0.0286565581
KW_39-42_1_AnsVal,SF-36_23,0.0286451106
CTXD_50-54_2_AnsVal,HC_38_16,0.0286386175
GH_9-14_3,SF-36_16,0.0286285691
GH_M_60-64_3,HC_37_5,0.0286161413
RH_8a_1_AnsVal,SF-36_36,0.0286002325
GH_37-41_1,SF-36_12,0.0285881334
ISQ_2-7_4_AnsVal,SF-36_35,0.0285850571
HCU_4_AnsVal,SF-36_6,0.0285527779
CTXD_44-46_2_AnsVal,HC_38_7,0.0285510754
PHQ_2E-H_3_AnsVal,HC_38_1,0.0285274001
CTXD_24-28_1_AnsVal,SF-36_35,0.0285219958
MW_7-10_4_AnsVal,SF-36_12,0.0285089676
SP_61_AnsVal,HC_38_1,0.0285031647
CTXD_29-33_3_AnsVal,SF-36_3,0.0285000381
GH1_5-18_4,SF-36_10,0.0284940489
GH_M_60-64_5,HC_38_8,0.0284925564
GH_M_60-64_5,HC_38_16,0.0284925564
FSI_5-8_3_AnsText,HC_37_5,0.0284718499
MW_7-10_4_AnsVal,HC_37_5,0.0284662605
CTXD_39-43_1_AnsVal,SF-36_9,0.0284635429
MEDS_5,SF-36_10,0.0284484113
GH_49-C_3,HC_38_15,0.028442029
MW_11-14_1_AnsVal,SF-36_12,0.0284382345
KW_43-46_4_AnsVal,SF-36_14,0.0284317667
HCU_28A-E_D_AnsVal,HC_38_5,0.0284271033
KW_39-42_4_AnsVal,SF-36_24,0.0284213451
GAD7_5C,HC_37_1,0.0284183993
GH_9-14_7,SF-36_6,0.0284125993
GH_9-14_2,SF-36_12,0.0284089173
GAD7_5F,HC_37_5,0.0283984989
MW_59,HC_38_13,0.0283945819
GH_44-48_1,SF-36_4,0.0283830056
DEM_INSE_7,SF-36_18,0.0283585402
MJM_4A_1,SF-36_17,0.0283559578
GH1_5-18_4,SF-36_15,0.0283286056
GH_37-41_1,SF-36_11,0.0283215926
DIET_27_32_2_AnsVal,HC_38_4,0.0283208132
RH_5A_4,SF-36_3,0.0283150674
GH_37-41_2,SF-36_16,0.0283000806
RH_5A_4,SF-36_34,0.0282932338
GH_25-28_3,SF-36_11,0.0282881812
CTXD_29-33_2_AnsVal,HC_38_16,0.0282716719
GH_9-14_2,SF-36_5,0.0282526891
GH_65-68_5,SF-36_4,0.0282503354
GH_44-48_1,SF-36_13,0.0282490414
GH_M_60-64_4,SF-36_17,0.0282470492
GH_1-7_1,SF-36_12,0.02823626
ISQ_8-11_2_AnsVal,HC_38_11,0.0282250896
BF_55-58_4_AnsVal,SF-36_28,0.0282209611
MW_7-10_1_AnsVal,SF-36_5,0.0282145474
GH1_5-18_5,SF-36_35,0.0282054934
GH_44-48_1,SF-36_23,0.0282050617
MJM_2D_2,HC_38_4,0.0282007212
AUDIT-C_9D,HC_38_10,0.0282006245
RH_M_9G_L_1_AnsVal,SF-36_31,0.0281906137
KW_52-55_4_AnsVal,SF-36_29,0.0281845741
MW_11-14_1_AnsVal,HC_37_9,0.0281835346
CTXD_47-49_3_AnsVal,HC_38_16,0.0281640827
GH_25-28_2,SF-36_14,0.0281605432
MW_19-23_2_AnsVal,SF-36_11,0.0281365936
CTXD_34-38_1_AnsVal,SF-36_24,0.0281272927
GH_21-24_4,SF-36_34,0.0281243063
MJM_5E_3-6_1_AnsVal,SF-36_30,0.0281189063
CTXD_24-28_5_AnsVal,HC_38_4,0.0281132706
MJM_1A,SF-36_14,0.028109756
HCU_11_4_AnsVal,SF-36_9,0.0281076754
GH_9-14_7,SF-36_12,0.0280955806
RH_7,SF-36_12,0.0280890715
MEDS_5A_AnsVal,SF-36_4,0.0280845676
SF-36_2,SF-36_6,0.0280755487
KW_47-51_1_AnsVal,SF-36_4,0.0280706186
GH_9-14_1,SF-36_29,0.028069078
GH_21-24_3,SF-36_31,0.0280681344
MW_4B,SF-36_14,0.0280570111
LTEQ_6_AnsVal,SF-36_23,0.0280540332
BPI_A-D_2_AnsText,HC_38_16,0.0280482082
KW_39-42_4_AnsVal,HC_38_6,0.0280418591
AUDIT-C_10,SF-36_11,0.0280395557
RH_5A_2,SF-36_14,0.0280268224
GH_M_60-64_5,HC_38_7,0.0280232117
MJM_2A,SF-36_13,0.0280165865
DIET_24,SF-36_14,0.0280147036
KW_39-42_4_AnsVal,SF-36_26,0.0280142268
GH_79-82_5,HC_38_15,0.0280101293
DIET_27_32_2_AnsVal,SF-36_35,0.028007938
GH_49-C_4,HC_38_3,0.0280071508
CTXD_39-43_1_AnsVal,SF-36_10,0.0280067351
CTXD_34-38_2_AnsVal,HC_37_1,0.0280018949
BPI_E-G_2_AnsText,SF-36_34,0.0280000648
GH_8-B_1,SF-36_7,0.0279982384
GH_8-B_4,SF-36_7,0.0279982384
PHQ_2E-H_2_AnsVal,SF-36_11,0.0279828753
GH_1-7_5,SF-36_5,0.0279808101
MJM_1D_3-5_1_AnsVal,SF-36_35,0.027979133
PHQ_2E-H_3_AnsVal,SF-36_12,0.0279746726
GH_25-28_5,HC_37_6,0.02796884
GH_44-48_1,SF-36_14,0.0279550524
CTXD_24-28_2_AnsVal,HC_38_7,0.0279521011
MJM_1C,SF-36_23,0.0279476304
GH_65-68_2,SF-36_29,0.0279467562
GAD7_5D,HC_37_1,0.027929156
KW_39-42_3_AnsVal,SF-36_30,0.0279164135
GH_42A-43_1,SF-36_7,0.0279131655
GH_42A-43_4,SF-36_7,0.0279131655
KW_52-55_2_AnsVal,HC_37_1,0.027907498
MW_15-18_1_AnsVal,HC_38_1,0.0279027867
KW_47-51_2_AnsVal,SF-36_16,0.0278980103
GH1_5-18_4,SF-36_34,0.0278924797
MJM_1A,SF-36_28,0.0278923165
MW_15-18_4_AnsVal,SF-36_4,0.0278815729
RH_M_9G_L_2_AnsVal,SF-36_36,0.0278795419
DIET_27_32_5_AnsVal,SF-36_29,0.0278745702
MW_15-18_4_AnsVal,HC_38_1,0.0278682158
GH_F_59,SF-36_16,0.0278665337
ISQ_12-15_1_AnsVal,SF-36_36,0.0278663502
ISQ_8-11_4_AnsVal,HC_38_4,0.0278503109
GH_M_60-64_6,HC_38_7,0.027843335
MJM_2D_3-5_1_AnsVal,SF-36_35,0.0278407553
GH1_5-18_2,SF-36_35,0.0278367768
GH_9-14_7,SF-36_13,0.0277912661
GH_37-41_3,SF-36_6,0.0277818769
ISQ_12-15_2_AnsVal,SF-36_3,0.0277734025
GAD7_5E,SF-36_27,0.0277723525
BF_55-58_4_AnsVal,SF-36_35,0.027771547
RH_M_9G_L_5_AnsVal,HC_37_6,0.0277698115
MJM_1D_3-5_3_AnsVal,SF-36_35,0.0277682874
MJM_1,SF-36_17,0.0277469314
AUDIT-C_10,SF-36_14,0.0277298515
FSI_9-11_1_AnsText,HC_37_4,0.0277237521
HCU_M_16,HC_37_6,0.0277045864
ISQ_2-7_6_AnsVal,SF-36_15,0.0276827325
DIET_27_32_2_AnsVal,HC_38_15,0.0276755792
RH_5A_3,SF-36_3,0.0276749054
MJM_1D_2,SF-36_18,0.0276747815
RH_6,SF-36_12,0.0276558614
RH_8a_1_AnsVal,SF-36_5,0.0276258749
HCU_30_AnsText,HC_38_16,0.0276248375
SF-36_20,HC_38_7,0.0276193021
HCU_24,SF-36_16,0.0276186242
MW_15-18_3_AnsVal,SF-36_16,0.0276115351
ISQ_2-7_4_AnsVal,HC_37_1,0.0275992986
RH_6,SF-36_11,0.0275933192
FSI_5-8_3_AnsText,HC_37_4,0.0275864035
RH_M_9G_L_6_AnsVal,HC_38_9,0.0275749272
RH_M_9G_L_6_AnsVal,HC_38_7,0.0275749272
GH_1-7_8,SF-36_23,0.0275696525
HC_37_10_AnsVal,HC_38_4,0.0275460384
MW_19-23_3_AnsVal,HC_37_1,0.0275330691
FSI_1-4_1_AnsText,SF-36_12,0.0275195559
GH_9-14_2,SF-36_11,0.0275126494
GH_1-7_1,SF-36_25,0.0274962887
RH_M_9G_L_2_AnsVal,SF-36_27,0.0274933059
FSI_14,HC_37_5,0.0274921326
PHQ_2E-H_1_AnsVal,HC_38_15,0.0274843907
DIET_27_32_5_AnsVal,HC_37_5,0.0274824748
MJM_4A_3,SF-36_3,0.0274762551
ISQ_2-7_4_AnsVal,HC_37_5,0.0274734873
MJM_4A_1,HC_37_4,0.0274658348
GH_9-14_7,SF-36_5,0.0274647312
SF-36_33,HC_38_1,0.0274465836
KW_39-42_4_AnsVal,SF-36_34,0.0274455524
DEM_INSE_7,SF-36_17,0.0274414397
MW_4C,SF-36_10,0.027436957
DIET_23,SF-36_6,0.0274284241
DIET_18-20_1,HC_38_11,0.0274053532
GH_M_60-64_2,HC_38_8,0.027403554
GH_36-D_4,SF-36_11,0.027389531
MJM_3C_2,HC_38_15,0.0273891489
HCU_28A-E_E_AnsVal,SF-36_34,0.0273879923
FSI_5-8_3_AnsText,HC_38_4,0.027382431
HC_37_10_AnsVal,HC_38_3,0.0273788346
DEM_INSE_7,SF-36_19,0.0273681736
ISQ_8-11_3_AnsVal,SF-36_9,0.0273671567
MW_15-18_2_AnsVal,SF-36_11,0.0273639221
GH_1-7_7,SF-36_27,0.0273572694
MW_1,HC_37_5,0.027344133
DIET_23,SF-36_18,0.0273330989
HCU_M_17_AnsVal,SF-36_12,0.0273330562
SF-36_22,SF-36_35,0.0273316835
DIET_26,SF-36_29,0.0273301599
MJM_4A_3,SF-36_28,0.027328001
GH_29-33_4,SF-36_10,0.0273094473
MEDS_5A_AnsVal,SF-36_35,0.0273032538
RH_5A_2,SF-36_16,0.0272990501
BPI_3_AnsVal,HC_38_15,0.027298513
CTXD_50-54_3_AnsVal,HC_38_4,0.0272872589
MW_11-14_4_AnsVal,SF-36_3,0.0272768937
GAD7_5G,SF-36_14,0.0272748205
PHQ_2A-D_1_AnsVal,HC_38_16,0.0272575067
MJM_1C,SF-36_26,0.0272568145
RH_8a_1_AnsVal,SF-36_30,0.0272368605
GH_73-78_5,SF-36_3,0.0272260815
PHQ_2A-D_1_AnsVal,HC_38_4,0.0272256977
CTXD_24-28_2_AnsVal,HC_37_4,0.0272201006
MW_1,SF-36_12,0.0272155786
CTXD_24-28_4_AnsVal,SF-36_7,0.0272075594
MJM_1D_2,HC_38_4,0.0271802062
GH_21-24_2,SF-36_17,0.0271788544
GH1_5-18_4,SF-36_6,0.0271722289
GH_F_59,SF-36_4,0.0271708914
ISQ_8-11_1_AnsVal,SF-36_24,0.0271656284
MW_19-23_2_AnsVal,HC_38_4,0.0271579842
GH_37-41_2,SF-36_25,0.0271434497
KW_47-51_2_AnsVal,HC_37_4,0.0271338555
GH_44-48_1,HC_38_15,0.0271216189
ISQ_2-7_6_AnsVal,SF-36_17,0.0271090306
DEM_INSE_7,SF-36_23,0.0271087092
CTXD_24-28_1_AnsVal,HC_38_16,0.0271064558
FSI_9-11_1_AnsText,HC_37_9,0.0271054131
MJM_5E_3-6_4_AnsVal,SF-36_26,0.0271018686
RH_5A_2,HC_37_6,0.0270996566
GH_79-82_3,SF-36_6,0.0270851413
SP_61_AnsVal,SF-36_4,0.0270607076
RH_8a_2_AnsVal,SF-36_13,0.0270601702
DIET_27_32_1_AnsVal,SF-36_36,0.0270556591
MW_15-18_1_AnsVal,HC_37_5,0.027034812
KW_43-46_2_AnsVal,SF-36_28,0.0270162944
HCU_2_AnsVal,HC_37_2,0.0270052831
GH_21-24_4,SF-36_18,0.0269885976
GH_M_60-64_6,HC_38_6,0.0269671001
CTXD_44-46_2_AnsVal,SF-36_4,0.026965824
MW_11-14_1_AnsVal,SF-36_14,0.0269619851
GH_73-78_7,SF-36_12,0.0269533377
GH_M_60-64_6,SF-36_19,0.0269285522
MJM_1,SF-36_26,0.0269252911
GH_1-7_6,SF-36_15,0.0269202171
MJM_4A_2,HC_38_2,0.0269151139
DEM_INSP_6_AnsVal,SF-36_6,0.0268884238
GH_69-71_4,SF-36_34,0.0268861381
MEDS_8,SF-36_31,0.0268828993
KW_47-51_1_AnsVal,HC_38_15,0.0268820755
ISQ_2-7_6_AnsVal,SF-36_18,0.0268819677
CTXD_50-54_3_AnsVal,HC_38_1,0.0268631098
GH_1-7_8,SF-36_17,0.0268549013
HCU_26_AnsVal,SF-36_27,0.0268492043
DIET_27_32_2_AnsVal,HC_37_7,0.0268450289
KW_43-46_4_AnsVal,HC_37_9,0.0268299826
RH_4,SF-36_13,0.0268270254
MJM_1D_3-5_3_AnsVal,HC_37_1,0.0268264131
MW_7-10_1_AnsVal,HC_37_5,0.0268130794
PHQ_2E-H_4_AnsVal,HC_38_1,0.0268091342
NPX_1,SF-36_19,0.0268075548
ISQ_2-7_5_AnsVal,SF-36_35,0.0268062531
MW_6,HC_38_1,0.0267985945
GH_9-14_7,SF-36_9,0.0267981859
DIET_25,SF-36_14,0.0267933832
CTXD_29-33_3_AnsVal,HC_38_7,0.0267924746
KW_43-46_1_AnsVal,SF-36_28,0.0267923929
GH_44-48_5,SF-36_5,0.0267902054
RH_5A_4,SF-36_29,0.0267789175
ISQ_8-11_4_AnsVal,HC_38_1,0.0267744232
SF-36_21,HC_38_15,0.0267702424
MJM_5D,SF-36_28,0.0267689882
MJM_3B,SF-36_25,0.026765743
MJM_5C,SF-36_35,0.0267522473
GH_M_60-64_5,SF-36_6,0.0267508105
MJM_1D_1,SF-36_34,0.0267497801
GH_36-D_2,SF-36_7,0.0267449519
CTXD_24-28_2_AnsVal,HC_37_3,0.0267437862
SF-36_2,SF-36_28,0.0267347152
KW_39-42_1_AnsVal,SF-36_27,0.0267317874
MJM_3B,SF-36_24,0.0267316953
GH_44-48_1,SF-36_34,0.0267301179
RH_6,SF-36_27,0.0267267933
DIET_27_32_1_AnsVal,SF-36_5,0.0267249668
CTXD_24-28_2_AnsVal,SF-36_9,0.0267240197
MW_4,HC_38_16,0.0267185852
CTXD_24-28_4_AnsVal,HC_38_8,0.0267135087
GH_69-71_4,SF-36_23,0.0267127942
HCU_M_16,HC_38_13,0.0266997786
HCU_F_22_AnsVal,HC_37_7,0.026679272
GH_69-71_4,SF-36_17,0.0266778205
MW_4C,SF-36_27,0.0266776385
GH_1-7_2,HC_38_16,0.0266724837
ISQ_2-7_4_AnsVal,SF-36_9,0.0266563204
CTXD_34-38_1_AnsVal,SF-36_31,0.0266536952
CTXD_50-54_1_AnsVal,HC_37_9,0.0266404651
DEM_MAR_2,SF-36_3,0.0266362789
KW_39-42_2_AnsVal,SF-36_27,0.0266159666
RH_F_9A_F_5_AnsVal,SF-36_23,0.0266061052
GH_37-41_2,SF-36_27,0.0265987462
KW_39-42_3_AnsVal,SF-36_23,0.0265979679
MJM_2A,SF-36_31,0.0265918539
AUDIT-C_10,SF-36_4,0.0265914735
RH_8a_1_AnsVal,SF-36_16,0.0265650043
KW_47-51_3_AnsVal,HC_37_9,0.0265638854
KW_43-46_4_AnsVal,HC_37_4,0.0265552173
HCU_28A-E_E_AnsVal,SF-36_14,0.0265500945
GAD7_5A,SF-36_4,0.026510622
GH1_5-18_3,HC_38_16,0.0265091509
RH_M_9G_L_2_AnsVal,HC_37_9,0.0264919125
PHQ_2A-D_3_AnsVal,HC_38_15,0.0264815646
ISQ_2-7_2_AnsVal,SF-36_10,0.0264702527
GH_73-78_4,SF-36_25,0.0264601052
AUDIT-C_15,HC_38_9,0.0264279669
MJM_4,SF-36_3,0.026425336
GH_1-7_8,SF-36_11,0.0264219505
MJM_1D_3-5_2_AnsVal,SF-36_35,0.026402884
ISQ_8-11_2_AnsVal,HC_38_1,0.0263977173
MEDS_7,SF-36_9,0.0263942217
MW_11-14_1_AnsVal,HC_38_4,0.026385524
MW_11-14_4_AnsVal,HC_38_3,0.0263827187
ISQ_8-11_2_AnsVal,SF-36_10,0.0263826292
GH_1-7_4,SF-36_28,0.0263798814
MJM_4A_4_AnsVal,SF-36_14,0.0263756077
FSI_9-11_2_AnsText,HC_37_3,0.0263731797
RH_F_9A_F_6_AnsVal,SF-36_3,0.0263614327
PHQ_2E-H_2_AnsVal,SF-36_5,0.0263592794
MW_19-23_4_AnsVal,HC_38_14,0.0263588469
MW_4B,SF-36_4,0.0263539136
GH_21-24_5,HC_38_8,0.026336208
KW_39-42_3_AnsVal,SF-36_28,0.0263333976
GH_79-82_3,SF-36_9,0.0263293087
MJM_3A,SF-36_30,0.0263226664
MW_7-10_3_AnsVal,SF-36_13,0.0263182136
GH_9-14_7,SF-36_10,0.0263142204
CTXD_50-54_5_AnsVal,HC_38_14,0.0263092921
ISQ_2-7_5_AnsVal,SF-36_7,0.0263039492
SP_60B,SF-36_18,0.0262972738
SF-36_8,SF-36_19,0.0262967473
MW_7-10_4_AnsVal,HC_38_1,0.0262967231
FSI_15,HC_37_4,0.0262895673
CTXD_29-33_5_AnsVal,HC_38_3,0.0262795445
GH_37-41_1,SF-36_18,0.026278998
GH_37-41_4,SF-36_26,0.0262450143
GH_9-14_1,SF-36_15,0.0262401812
ISQ_12-15_1_AnsVal,HC_37_1,0.0262335499
SUN_17,SF-36_5,0.026233038
GH_65-68_5,SF-36_3,0.0262298066
CTXD_24-28_3_AnsVal,HC_38_16,0.0262233221
GH_79-82_2,HC_37_2,0.026216958
MW_4A,SF-36_24,0.0262118303
GH_M_60-64_5,HC_37_1,0.0262051455
DEM_MAR_2,HC_37_6,0.0262042956
HCU_28A-E_E_AnsVal,SF-36_23,0.0262035241
MJM_1D_1,SF-36_11,0.0261947258
FSI_5-8_1_AnsText,HC_38_16,0.0261940186
MJM_5A_2,SF-36_9,0.026191375
GH_37-41_3,SF-36_17,0.0261891366
GH_1-7_3,HC_38_16,0.0261867342
GH_F_59,SF-36_7,0.0261795073
GH_44-48_1,SF-36_7,0.0261792286
DIET_24,HC_38_13,0.0261560445
MJM_5D,SF-36_25,0.0261519496
RH_8a_2_AnsVal,SF-36_7,0.0261248066
GH_21-24_4,HC_37_3,0.0261242234
DIET_25,SF-36_16,0.026116054
RH_5A_2,SF-36_12,0.0261160508
GH_25-28_1,SF-36_31,0.026110497
KW_56-57_2_AnsVal,SF-36_24,0.0261079912
GH_65-68_1,SF-36_5,0.0261009343
GH1_5-18_2,SF-36_18,0.0261008401
HC_37_10_AnsVal,SF-36_28,0.0260986086
GH_8-B_1,SF-36_9,0.0260965916
GH_8-B_4,SF-36_9,0.0260965916
BPI_4,SF-36_23,0.0260922115
KW_43-46_2_AnsVal,HC_37_9,0.0260846842
RH_8a_1_AnsVal,SF-36_11,0.0260820005
CTXD_47-49_1_AnsVal,HC_38_16,0.0260737033
MJM_4A_3,HC_37_1,0.0260695187
KW_39-42_1_AnsVal,SF-36_30,0.0260604108
MJM_4,SF-36_7,0.0260546106
SP_60A,SF-36_15,0.0260439713
RH_5A_2,SF-36_3,0.0260329575
MW_7-10_2_AnsVal,SF-36_27,0.0260311553
MJM_5A_3,SF-36_6,0.0260212993
RH_8a_2_AnsVal,SF-36_16,0.0260096915
BPI_A-D_1_AnsText,HC_38_15,0.0260092665
GH_69-71_2,SF-36_36,0.025999457
CTXD_44-46_1_AnsVal,SF-36_4,0.0259956503
KW_47-51_2_AnsVal,SF-36_15,0.0259955626
KW_39-42_3_AnsVal,HC_38_7,0.0259807399
DEM_RACE_9_6_AnsVal,HC_38_15,0.0259718958
DIET_27_32_5_AnsVal,SF-36_5,0.0259537141
GH_37-41_6,SF-36_28,0.0259442612
MW_7-10_1_AnsVal,HC_37_1,0.0259197592
GH_79-82_4,SF-36_11,0.0259194177
GH1_5-18_1,SF-36_36,0.0259163127
GH_1-7_8,SF-36_18,0.0259082641
RH_5A_4,HC_37_5,0.0259055014
MJM_4A_4_AnsVal,SF-36_13,0.0259050404
MJM_4A_3,HC_38_9,0.0258992363
MJM_4A_3,HC_38_13,0.0258992363
RH_5A_4,SF-36_36,0.0258885747
GH1_5-18_4,SF-36_4,0.0258865302
KW_47-51_3_AnsVal,SF-36_16,0.0258603538
RH_5A_2,SF-36_23,0.0258590403
MJM_1D_3-5_3_AnsVal,HC_38_4,0.0258575516
DIET_27_32_6_AnsVal,SF-36_4,0.0258551033
ISQ_2-7_2_AnsVal,SF-36_19,0.0258499157
GH_36-D_3,SF-36_5,0.0258447714
GH_69-71_2,SF-36_31,0.025841706
KW_47-51_5_AnsVal,HC_38_15,0.0258316579
GH_1-7_8,SF-36_5,0.0258268408
GH_73-78_4,SF-36_31,0.0258242519
CTXD_29-33_1_AnsVal,SF-36_10,0.025823144
HCU_25_AnsVal,SF-36_4,0.025816388
MJM_5A_3,SF-36_4,0.025807713
CTXD_34-38_2_AnsVal,HC_37_9,0.025802824
MJM_1A,SF-36_3,0.0258014058
GH_69-71_1,SF-36_25,0.0257910894
MJM_5A_3,SF-36_3,0.0257735566
RH_5A_3,SF-36_29,0.0257661346
MJM_5B,SF-36_26,0.02576179
MW_3,HC_37_3,0.0257537779
FSI_9-11_1_AnsText,HC_37_1,0.0257514638
CTXD_50-54_2_AnsVal,HC_38_3,0.0257509811
RH_F_9A_F_4_AnsVal,SF-36_15,0.0257507107
RH_M_9G_L_1_AnsVal,SF-36_12,0.0257393984
HCU_M_16,SF-36_29,0.0257388952
CTXD_39-43_2_AnsVal,SF-36_6,0.025726136
GH_M_60-64_1,SF-36_28,0.0257083643
GH_44-48_6,SF-36_23,0.0257058779
RH_F_9A_F_3_AnsVal,SF-36_31,0.0256878661
MJM_2D_3-5_1_AnsVal,SF-36_19,0.0256825712
MJM_1B,SF-36_4,0.0256806736
CTXD_24-28_3_AnsVal,HC_38_4,0.0256659306
GH_37-41_1,SF-36_3,0.0256631198
MJM_4A_4_AnsVal,SF-36_16,0.0256568144
GH_25-28_3,HC_37_6,0.0256565231
MJM_5E_3-6_3_AnsVal,SF-36_26,0.0256456256
GH_83-86_5,SF-36_16,0.0256200491
HCU_24,SF-36_5,0.025619027
GH_1-7_6,SF-36_10,0.0256165705
MJM_5A_5,SF-36_16,0.0256136934
GH_1-7_2,SF-36_35,0.0256071732
HCU_F_21_AnsVal,SF-36_9,0.0255999164
MJM_1D_3-5_3_AnsVal,SF-36_24,0.0255919139
MW_11-14_2_AnsVal,SF-36_10,0.0255863633
RH_M_9G_L_3_AnsVal,SF-36_15,0.0255769273
BF_55-58_2_AnsVal,SF-36_35,0.0255762558
NPX_2-5_2_AnsVal,SF-36_12,0.0255578475
SF-36_8,SF-36_35,0.0255502565
GAD7_5A,HC_37_9,0.0255487976
GH_37-41_3,SF-36_16,0.0255487503
SP_60,SF-36_3,0.0255369902
MW_19-23_4_AnsVal,SF-36_10,0.0255363815
GH1_5-18_4,HC_37_3,0.0255351788
HCU_F_23_AnsVal,SF-36_4,0.0255326079
DIET_26,SF-36_19,0.0255323089
GH_37-41_4,SF-36_30,0.0255315645
MJM_1C,SF-36_36,0.0255228409
CTXD_24-28_2_AnsVal,HC_37_9,0.0255204161
MJM_5E_3-6_4_AnsVal,SF-36_35,0.0255193272
MJM_5E_1,SF-36_23,0.0255026629
HCU_28A-E_E_AnsVal,SF-36_16,0.0255006425
GAD7_5D,SF-36_5,0.0254920897
CTXD_24-28_5_AnsVal,HC_38_16,0.025489659
MJM_1A,SF-36_24,0.0254824655
MJM_5E_3-6_3_AnsVal,SF-36_25,0.0254812657
GAD7_5A,HC_38_4,0.0254796827
