predictor,outcome,r2
GH1_5-18_1,HC_37_7,2.95558751036706E-005
GH_8-B_3,SF-36_23,2.95284899946013E-005
GH_29-33_6,HC_37_4,2.95096609514989E-005
MJM_3B,HC_38_2,2.94989279329139E-005
GH_79-82_4,HC_38_12,2.94212643036085E-005
CTXD_29-33_5_AnsVal,HC_37_6,2.94032759537988E-005
HCU_31_AnsText,SF-36_28,2.90578489868798E-005
GH_83-86_3,SF-36_36,2.89332780437634E-005
LTEQ_3_AnsVal,HC_37_3,0.000028897
HCU_11_5,HC_38_14,2.88704552193764E-005
LTEQ_4,HC_37_5,2.87924987384391E-005
DIET_18-20_2,SF-36_4,2.86468758836644E-005
HCU_15_AnsVal,HC_37_9,2.86105353032307E-005
HCU_11_2_AnsVal,SF-36_11,2.85795856411752E-005
HCU_M_18_AnsVal,SF-36_30,2.8547934819767E-005
GH_29-33_2,SF-36_31,0.000028471
LTEQ_7,SF-36_17,2.83611479546808E-005
GH_29-33_1,HC_37_9,2.8312808492692E-005
GH_73-78_2,HC_38_6,2.83107347284206E-005
MEDS_6,SF-36_26,2.80555877140154E-005
FSI_1-4_2_AnsVal,HC_38_10,2.79516994630136E-005
GH_87-89_4,HC_38_6,2.7926877176232E-005
GH_34-A_2,SF-36_30,2.7910679451959E-005
HCU_11_2_AnsVal,SF-36_28,0.000027879
FSI_1-4_4_AnsVal,HC_38_10,2.78699032915108E-005
FSI_1-4_3_AnsVal,HC_38_10,2.77884656491034E-005
MW_4A,SF-36_13,0.000027732
FSI_1-4_1_AnsVal,HC_38_10,2.77073844444642E-005
GH_49-C_4,HC_38_10,2.77073844442421E-005
HCU_13_6,HC_38_1,2.76967911103654E-005
DEM_INSP_6_AnsVal,SF-36_27,2.76806378283201E-005
HCU_7_AnsVal,SF-36_6,2.76077253735796E-005
HCU_F_23A_AnsVal,SF-36_36,2.75710844668264E-005
HCU_5_AnsVal,SF-36_14,2.75373048306271E-005
PHQ_2E-H_4_AnsVal,HC_37_7,2.74981816408282E-005
HCU_3_2,SF-36_11,2.7488432150613E-005
HCU_29_AnsVal,SF-36_9,2.74841684930749E-005
GH_69-71_4,HC_37_2,2.74202028222037E-005
GH_F_59,SF-36_35,2.73928119529643E-005
MEDS_3C_AnsVal,HC_38_8,2.73827157216688E-005
AUDIT-C_10A,SF-36_11,2.73753624431272E-005
OC_3_AnsVal,HC_38_6,2.73555040505302E-005
BMI_1_AnsText,HC_38_13,2.73246813922157E-005
KW_52-55_4_AnsVal,SF-36_9,2.73087013469286E-005
RH_5A_1,SF-36_19,2.72764949836857E-005
MJM_5E_3-6_1_AnsVal,HC_38_3,0.000027159
MEDS_7,HC_37_3,2.71422512149178E-005
GH_49-C_2,SF-36_16,2.6993572945555E-005
MJM_3,HC_38_2,2.68319063880806E-005
CTXD_39-43_4_AnsVal,HC_37_2,2.67559210217483E-005
RH_F_9A_F_2_AnsVal,HC_38_1,0.000026678
MEDS_5A_AnsVal,HC_38_10,0.000026639
MEDS_6,HC_37_4,2.66033390380338E-005
GH_25-28_2,SF-36_35,2.66021118249249E-005
HCU_F_21_AnsVal,SF-36_30,2.65181188437991E-005
GH_49-C_3,SF-36_17,2.64397375547842E-005
HCU_M_18_AnsVal,SF-36_14,2.63776018674111E-005
HCU_9_AnsVal,SF-36_3,2.63616900297858E-005
DEM_INSP_6_AnsVal,HC_38_13,2.63595959886231E-005
HCU_F_21_AnsVal,SF-36_23,2.63436518229687E-005
HCU_27,SF-36_9,2.62920865102823E-005
HCU_M_18_AnsVal,SF-36_18,2.62285185755884E-005
ISQ_2-7_6_AnsVal,HC_37_1,2.61502243183997E-005
GH1_5-18_3,HC_37_8,2.6133124267802E-005
GH_73-78_6,HC_37_4,2.61311174143408E-005
DIET_22,SF-36_15,2.60942540293296E-005
BF_55-58_2_AnsVal,SF-36_31,2.60673938305978E-005
GH_87-89_1,SF-36_18,2.60252656474336E-005
HCU_8_AnsVal,SF-36_3,2.59358436779378E-005
HCU_6_AnsVal,HC_38_8,2.59338741400716E-005
GH_F_50-56_6,HC_38_2,2.58726899386996E-005
HCU_13_2,HC_38_1,2.58154186896231E-005
FSI_1-4_2_AnsVal,HC_37_8,2.57634571131371E-005
AUDIT-C_11-14_D_AnsVal,SF-36_23,2.57101119693903E-005
FSI_1-4_4_AnsVal,HC_37_8,2.56881205280557E-005
HCU_11_2_AnsVal,HC_37_9,2.56266890312773E-005
FSI_1-4_3_AnsVal,HC_37_8,2.56131139146909E-005
FSI_1-4_1_AnsVal,HC_37_8,2.55384353449184E-005
GH_49-C_4,HC_37_8,2.55384353449184E-005
GH_F_50-56_4,HC_38_4,2.55211691384538E-005
GH_F_50-56_5,HC_38_4,2.55211691383428E-005
SF-36_1,HC_38_14,2.55013156861272E-005
DEM_RACE_9_6_AnsVal,HC_38_3,2.53538323863323E-005
CTXD_39-43_2_AnsVal,HC_38_9,2.52811670262698E-005
DIET_21,HC_37_5,2.52620900589307E-005
KW_43-46_2_AnsVal,HC_38_5,2.52297020928438E-005
MW_11-14_2_AnsVal,HC_37_7,0.000025102
MW_19-23_5_AnsVal,HC_38_5,2.50883863531781E-005
AUDIT-C_10A,SF-36_18,2.50332304628786E-005
GH_25-28_3,HC_38_13,2.50226928106834E-005
RH_5A_1,HC_38_9,2.49853027630698E-005
GH_42A-43_1,SF-36_19,2.49226172250872E-005
GH_42A-43_4,SF-36_19,2.49226172250872E-005
MJM_4A_1,SF-36_6,2.48988484280455E-005
GH_37-41_6,HC_37_7,2.4885931018348E-005
SUN_17,SF-36_34,2.48825784170403E-005
DEM_RACE_9_4,SF-36_36,2.47274099333117E-005
DIET_18-20_1,SF-36_17,2.46878849844423E-005
GH_42A-43_2,HC_38_3,2.46255336755485E-005
GH_29-33_1,SF-36_12,2.45971279817514E-005
GH_19-A_2,HC_38_11,2.45671820555682E-005
HCU_M_17_AnsVal,HC_38_5,2.44403333387044E-005
RH_M_9G_L_4_AnsVal,HC_38_9,2.4414814735696E-005
FSI_5-8_2_AnsText,HC_37_6,0.000024262
RH_F_9A_F_2_AnsVal,HC_37_1,2.4155459376507E-005
HCU_13_1,SF-36_17,2.41404705011439E-005
GH_34-A_2,SF-36_24,2.3953912671737E-005
MJM_3B,HC_37_8,2.39298386899289E-005
DEM_INSP_6_AnsVal,HC_38_10,2.39139437422375E-005
RH_3B,SF-36_19,2.38889444514889E-005
GH_36-D_3,SF-36_28,2.38796857180423E-005
RH_5A_1,SF-36_26,0.000023852
HCU_10_AnsVal,SF-36_31,2.37779220301215E-005
RH_5A_1,HC_37_4,2.36413547863856E-005
MEDS_4,HC_37_7,2.35426758600221E-005
GH_25-28_5,HC_37_7,2.35324053806663E-005
RH_5A_6,SF-36_27,2.35307140478147E-005
DEM_INSP_6_AnsVal,SF-36_26,2.35128948187224E-005
HCU_3_2,SF-36_18,2.33708721634196E-005
MW_19-23_2_AnsVal,HC_37_7,2.328416614783E-005
HCU_24,HC_38_9,2.32596734152102E-005
BPI_A-D_2_AnsText,HC_38_11,2.30878447320393E-005
SP_60B,SF-36_11,2.28972579107145E-005
HCU_6_AnsVal,SF-36_13,2.2754900793398E-005
GH_37-41_6,HC_37_6,2.26858691364518E-005
AUDIT-C_11-14_A_AnsVal,HC_37_8,2.25481591096255E-005
DEM_RACE_9_3,SF-36_34,2.25187742567412E-005
MEDS_3C_AnsVal,SF-36_15,2.25156949436034E-005
HCU_11_1_AnsVal,HC_38_14,2.25138834824001E-005
GH_37-41_6,HC_38_10,2.24517065723351E-005
SUN_16,HC_37_3,2.23827709280311E-005
HCU_11_6,SF-36_26,0.000022362
GH_36-D_3,HC_37_7,0.000022361
MW_19-23_2_AnsVal,HC_38_11,2.23555149359012E-005
GH_20-A_1,HC_38_15,2.2308518549119E-005
GH_20-A_3,HC_38_15,2.2308518549119E-005
HCU_13_5,HC_38_15,2.21284460170112E-005
RH_3B,HC_38_12,2.21143981740113E-005
GH_36-D_2,HC_38_13,0.000022061
GH_1-7_7,HC_38_11,2.20123469545364E-005
HCU_1_AnsVal,HC_38_13,2.20008042632891E-005
DIET_18-20_3,HC_38_8,2.18620887471044E-005
BMI_1_AnsText,SF-36_14,2.18593949431467E-005
HCU_3_2,HC_38_3,0.000021825
GH_42A-43_3,SF-36_18,0.000021782
GH_29-33_3,HC_38_9,2.17519149979806E-005
MEDS_1A_AnsVal,HC_37_2,2.17053284610191E-005
DEM_ETHN_8,SF-36_12,0.00002162
HCU_11_1_AnsVal,HC_37_5,0.000021578
GH_29-33_2,HC_37_1,2.14873312441854E-005
GH_8-B_3,HC_37_9,2.13941248667915E-005
GH_F_58A_AnsVal,HC_38_12,2.1383209380943E-005
LTEQ_4,SF-36_35,2.13267649914473E-005
AUDIT-C_10A,SF-36_17,2.13160579982663E-005
HCU_4_AnsVal,SF-36_19,2.12175281232296E-005
GH_19-A_2,HC_37_4,2.11337526521138E-005
GH_M_60-64_2,SF-36_10,2.11013497827262E-005
GH_49-C_3,HC_37_2,2.10957112416477E-005
LTEQ_7,SF-36_10,2.10468969512601E-005
GH_29-33_6,HC_38_14,2.10418267097001E-005
HCU_31_AnsVal,HC_38_12,2.09200751355443E-005
GH_83-86_1,HC_38_16,2.08884335105575E-005
GH_87-89_1,HC_37_2,2.08527089753385E-005
MEDS_6,HC_38_4,2.07838717155573E-005
GH_35-B_2,SF-36_5,2.07638390589127E-005
HCU_6_AnsVal,HC_38_12,2.07544160615303E-005
SF-36_32,HC_37_2,2.06777267567348E-005
KW_56-57_2_AnsVal,SF-36_5,2.06692826421051E-005
HCU_11_5,HC_38_15,2.063472057523E-005
MEDS_6,HC_37_3,2.05964139529113E-005
GH_19-A_2,HC_37_6,2.04992711370089E-005
HCU_5_AnsVal,HC_38_11,2.04883701518943E-005
GH_72-A_2,HC_37_1,2.04466785271862E-005
GH_73-78_5,HC_38_1,2.04447289705589E-005
CTXD_50-54_1_AnsVal,HC_37_8,2.03165492845825E-005
GH_69-71_4,HC_38_10,2.03129102074318E-005
MEDS_6,SF-36_28,2.01697887977081E-005
MEDS_3B_AnsVal,HC_38_3,2.0166453910675E-005
MJM_5E_3-6_3_AnsVal,HC_37_6,2.01577465733793E-005
RH_3,SF-36_11,2.00702269221864E-005
DEM_INSE_7,HC_37_2,2.00693593326307E-005
AUDIT-C_11-14_A_AnsVal,SF-36_4,2.00477478075056E-005
MEDS_1A_AnsVal,HC_38_7,2.00006069337455E-005
GH_25-28_2,SF-36_24,1.99272208308843E-005
MJM_5A_1,HC_37_6,1.98889158288251E-005
GH_29-33_3,SF-36_4,1.98745361981167E-005
DEM_ETHN_8,SF-36_15,1.98568870676263E-005
GH_9-14_1,HC_38_12,1.98064328917891E-005
HCU_8_AnsVal,SF-36_27,0.000019782
GH_29-33_2,SF-36_35,1.95782224381436E-005
BMI_1_AnsText,HC_38_15,1.95644821751051E-005
BPI_4,HC_38_5,1.9557330056208E-005
GH_1-7_7,HC_38_9,1.95099347422012E-005
MW_11-14_3_AnsVal,HC_37_8,1.94415752620136E-005
GH_69-71_3,HC_37_2,1.94306207768058E-005
HCU_7_AnsVal,SF-36_23,1.93876082074107E-005
GH_42A-43_3,HC_37_1,0.000019387
MJM_5A_5,SF-36_34,1.92963173096805E-005
MW_4,HC_38_5,1.9251168621337E-005
RH_7,HC_38_9,1.92121787141453E-005
KW_56-57_1_AnsVal,SF-36_6,1.91764704643438E-005
GH_25-28_1,HC_38_11,1.91750969182891E-005
RH_5A_7,SF-36_5,1.91512658568316E-005
MW_15-18_3_AnsVal,HC_38_10,1.91399392532876E-005
GH_29-33_4,SF-36_26,1.91314960530375E-005
GH_49-C_2,SF-36_19,1.90965054280845E-005
AUDIT-C_10A,HC_38_9,1.90667578643389E-005
GH_8-B_1,SF-36_25,1.90037540777066E-005
GH_8-B_4,SF-36_25,1.90037540777066E-005
RH_8a_1_AnsVal,HC_38_8,1.88662654004856E-005
MW_19-23_5_AnsVal,HC_38_11,1.88549190714982E-005
OC_4C,HC_37_3,1.88508665629472E-005
OC_4C,HC_37_9,1.88508665628362E-005
GH_F_50-56_7,HC_38_7,1.88271614777191E-005
GH_9-14_5,HC_38_6,1.88067066890785E-005
GH_M_60-64_3,SF-36_7,1.88022938798493E-005
GH_25-28_4,HC_38_10,1.87465320991009E-005
KW_43-46_2_AnsVal,HC_37_2,1.83563666965592E-005
SUN_17,HC_37_9,1.82578079869211E-005
HCU_7_AnsVal,SF-36_19,1.82372898170913E-005
HCU_11_2_AnsVal,HC_38_16,1.81198811337602E-005
MJM_5C,HC_38_6,1.80518609917968E-005
GH_49-C_3,SF-36_14,1.79675849141248E-005
DIET_24,HC_38_5,1.77897957734929E-005
MJM_5A_5,HC_38_14,1.77373075214149E-005
CTXD_44-46_3_AnsVal,HC_38_14,1.77066248671087E-005
ISQ_2-7_2_AnsVal,HC_38_9,1.77023581018343E-005
GH_8-B_1,HC_38_16,0.000017666
GH_8-B_4,HC_38_16,0.000017666
DEM_ETHN_8,SF-36_14,1.76222950691862E-005
HCU_28A-E_C_AnsVal,HC_38_5,1.75868795483369E-005
RH_5A_3,SF-36_7,1.75787079591538E-005
GH_73-78_2,SF-36_31,1.75716698948003E-005
DEM_EDU_1,SF-36_34,1.7546918805067E-005
GH_1-7_4,HC_38_7,1.75296655877677E-005
GH_F_59,HC_38_14,1.75294517966718E-005
HCU_11_6,HC_38_7,0.000017528
HCU_11_5,HC_37_5,0.000017516
HCU_F_23A_AnsVal,SF-36_4,1.74866632736137E-005
GH_65-68_3,HC_38_3,1.74541092071712E-005
GH_19-A_2,HC_38_15,1.74152313614506E-005
HCU_13_3,SF-36_13,1.74018145341348E-005
GH_83-86_1,HC_38_13,1.73781689215557E-005
GH_65-68_4,SF-36_29,1.71527914398784E-005
GH_87-89_1,SF-36_14,1.71383973472938E-005
HCU_26_AnsVal,SF-36_24,1.71218644220428E-005
MEDS_2B_AnsVal,HC_37_2,1.70863150005252E-005
GH_69-71_2,HC_37_1,1.70815621808318E-005
MEDS_6,HC_38_15,1.70784554101022E-005
HCU_M_17_AnsVal,SF-36_10,1.70611458648606E-005
RH_M_9G_L_4_AnsVal,SF-36_17,1.69993150914705E-005
GH_F_50-56_2,HC_37_9,1.69721656485544E-005
MEDS_6,HC_37_6,1.69196149096829E-005
MEDS_7,HC_38_14,1.69171984366612E-005
HCU_13_5,SF-36_36,0.000016903
GH_69-71_3,SF-36_9,1.6797494891585E-005
DEM_RACE_9_3,SF-36_29,1.67955080644377E-005
HCU_12_AnsVal,SF-36_31,1.67913147144372E-005
GH_72-A_1,HC_38_16,1.67730840575642E-005
GH_72-A_3,HC_38_16,1.67730840575642E-005
CTXD_47-49_2_AnsVal,SF-36_12,1.67688103347441E-005
LTEQ_6_AnsVal,HC_38_1,1.6753358925925E-005
HCU_14_AnsVal,HC_37_3,1.67094693156455E-005
GH_8-B_1,HC_37_2,1.66131444366835E-005
GH_8-B_4,HC_37_2,1.66131444366835E-005
MEDS_6,HC_38_3,1.66057794148689E-005
OC_4A_AnsVal,SF-36_11,1.66020981984261E-005
HCU_3_3,SF-36_28,1.64777895799162E-005
GH_36-D_2,HC_38_3,1.64752562243908E-005
HCU_13_3,SF-36_23,1.64747158873935E-005
GH_8-B_2,HC_38_1,1.62609264393598E-005
GAD7_5D,HC_37_2,1.62371158816121E-005
HC_38_17_AnsVal,SF-36_31,1.62118583738602E-005
MEDS_6,SF-36_31,1.61572293818635E-005
HCU_10_AnsVal,SF-36_30,1.61165756455972E-005
GH_36-D_5,SF-36_27,1.60909265392029E-005
GH_34-A_1,HC_37_3,1.59238958850061E-005
GH_34-A_3,HC_37_3,1.59238958850061E-005
MW_4B,HC_38_14,1.59235551404624E-005
CTXD_39-43_2_AnsVal,HC_37_6,1.5847833430227E-005
RH_M_9G_L_3_AnsVal,SF-36_26,1.56914395161856E-005
MJM_2D_3-5_3_AnsVal,HC_38_9,1.56695646585936E-005
HCU_3_1,HC_38_7,1.56552429707579E-005
RH_5A_1,HC_38_16,1.55886833069774E-005
HCU_M_16,HC_38_1,1.55781213937445E-005
MEDS_6,HC_38_13,1.5462741275396E-005
AUDIT-C_11-14_D_AnsVal,HC_37_6,1.53951169488131E-005
AUDIT-C_11-14_C_AnsVal,SF-36_36,1.53474183078872E-005
HCU_1_AnsVal,SF-36_17,1.53025385087879E-005
HCU_2_AnsVal,HC_38_9,0.000015286
GH_87-89_3,SF-36_27,0.000015156
GH_36-D_4,HC_38_9,0.000015093
FSI_1-4_2_AnsText,HC_38_11,1.5090842066745E-005
RH_5A_1,HC_38_4,1.50665817881812E-005
AUDIT-C_10A,HC_38_16,1.50641684492081E-005
HCU_14_AnsVal,HC_38_11,1.50274446893972E-005
DEM_RACE_9_4,HC_37_6,1.49853642161801E-005
MEDS_1A_AnsVal,HC_38_9,0.000014941
GH_F_50-56_5,SF-36_4,1.49249095851012E-005
HCU_12_AnsVal,HC_38_5,1.49128329377524E-005
GH_79-82_4,HC_37_2,1.48376185072907E-005
MEDS_2A_AnsVal,HC_38_12,1.4818324863608E-005
MW_3,HC_38_5,1.4700221447228E-005
MJM_4,HC_38_16,1.46739477751012E-005
HCU_13_5,HC_38_2,1.46410576127298E-005
HCU_13_4,SF-36_25,1.46327875478747E-005
GH_44-48_3,HC_38_4,1.45491042213841E-005
HCU_11_4_AnsVal,HC_38_16,1.45416142375288E-005
MJM_1D_1,HC_37_9,1.45236780377811E-005
AUDIT-C_11-14_D_AnsVal,SF-36_19,1.44165671449592E-005
GH1_5-18_2,HC_37_2,1.43373672109037E-005
RH_5A_6,SF-36_19,1.43112291625114E-005
GH_25-28_4,HC_38_12,1.42751566432064E-005
GH_36-D_3,SF-36_25,1.42707385231144E-005
HCU_11_3_AnsVal,SF-36_25,0.000014242
KW_56-57_1_AnsVal,SF-36_3,1.42338903903472E-005
RH_F_9A_F_5_AnsVal,SF-36_24,1.42216634647641E-005
GH_79-82_4,HC_38_11,1.41622216940362E-005
RH_5A_7,SF-36_34,1.40584366430385E-005
MEDS_3C_AnsVal,HC_38_9,1.40450681097581E-005
GH_83-86_2,SF-36_17,1.40221888464964E-005
HCU_27,SF-36_34,1.40214380376369E-005
GH_90,HC_37_9,1.39981430108405E-005
SP_60,SF-36_18,1.39407105265166E-005
BPI_E-G_2_AnsText,HC_37_7,1.3934053535114E-005
HCU_F_19,SF-36_12,1.3911155856805E-005
GH_34-A_1,SF-36_26,1.37204885078956E-005
GH_34-A_3,SF-36_26,1.37204885077846E-005
GH1_5-18_1,HC_38_11,1.35597441635049E-005
HCU_11_3_AnsVal,SF-36_27,0.000013515
DEM_RACE_9_3,SF-36_16,1.34912768123829E-005
OC_4B,HC_37_5,1.33948212522883E-005
MEDS_2_AnsVal,HC_38_6,1.33176109757827E-005
GH_21-24_4,HC_38_5,1.32894091204872E-005
GH_9-14_4,SF-36_31,1.32730976031281E-005
MJM_1,HC_38_9,1.31382614325659E-005
HCU_11_6,HC_37_9,0.00001313
MW_11-14_3_AnsVal,HC_38_11,1.30681746564054E-005
HCU_F_22_AnsVal,SF-36_12,1.30365241288732E-005
HCU_11_6,SF-36_11,1.30112963718787E-005
MJM_4,HC_38_8,1.29746251685825E-005
GH_65-68_3,HC_37_9,1.29304942138031E-005
RH_5,HC_37_6,1.29193608596756E-005
BF_55-58_3_AnsVal,SF-36_14,1.29019045799206E-005
GH_1-7_8,HC_37_8,1.28086759928481E-005
HCU_11_6,SF-36_4,1.27801696998553E-005
RH_M_9G_L_3_AnsVal,SF-36_28,1.27777754532765E-005
GH_65-68_1,HC_38_13,0.000012711
GH_F_50-56_1,SF-36_5,1.27045381250746E-005
GH_79-82_3,HC_38_11,1.26986077932933E-005
HCU_28A-E_D_AnsVal,SF-36_6,1.26798337146683E-005
GH_29-33_3,SF-36_12,1.26491271638107E-005
GH_73-78_2,SF-36_25,1.26291209104901E-005
DEM_ETHN_8,SF-36_29,1.26091391040584E-005
MJM_5E_3-6_2_AnsVal,HC_37_7,1.25982034411276E-005
MJM_1B,HC_38_1,1.25892198251654E-005
SUN_17,HC_38_14,1.25755609365896E-005
GH_65-68_1,HC_38_9,1.2550524634336E-005
HCU_13_4,SF-36_31,1.25346551546057E-005
HCU_11_3_AnsVal,SF-36_17,1.25237106101128E-005
BF_55-58_1_AnsVal,HC_38_9,1.25145871595622E-005
DEM_EDU_1,HC_38_15,1.24472170716095E-005
KW_47-51_1_AnsVal,HC_38_5,0.000012443
MJM_5E_1,HC_38_12,0.000012438
LTEQ_4,HC_37_2,1.24026177766856E-005
MEDS_3A_AnsVal,SF-36_10,0.000012385
RH_5A_1,SF-36_31,1.21990520944859E-005
HC_37_10_AnsVal,HC_38_13,1.21312538943208E-005
GH_9-14_5,SF-36_24,1.20536293236606E-005
RH_M_9G_L_2_AnsVal,HC_38_3,1.20080907847209E-005
GH_44-48_2,SF-36_17,0.000011919
GH_1-7_5,HC_38_13,1.18985519940162E-005
GH_F_50-56_1,HC_37_9,1.18014430628977E-005
MJM_5E_2,HC_37_7,1.1791091860891E-005
LTEQ_6_AnsVal,HC_37_2,0.00001176
HCU_F_23_AnsVal,SF-36_29,1.17108503290275E-005
GH_F_50-56_5,SF-36_27,1.17105123866867E-005
HCU_2_AnsVal,SF-36_19,1.17094528263584E-005
MJM_5C,HC_37_2,1.16808987029593E-005
GH_9-14_1,HC_38_1,1.16318037645113E-005
ISQ_2-7_2_AnsVal,HC_38_3,1.14905228817408E-005
GH_87-89_2,HC_38_2,1.14834966918886E-005
OC_3_AnsVal,HC_38_3,1.14611885237981E-005
NPX_2-5_1_AnsVal,HC_38_3,1.14241323369013E-005
GH_9-14_3,HC_37_8,1.14025003051799E-005
GH_34-A_2,HC_38_1,1.13536732290198E-005
RH_3B,SF-36_26,1.12199204865826E-005
MJM_1D_3-5_3_AnsVal,HC_38_7,1.1192155791595E-005
GH_69-71_1,HC_37_2,1.11556959502268E-005
HCU_12_AnsVal,HC_37_5,1.10785379858758E-005
MJM_4A_3,SF-36_13,1.10756689704061E-005
SF-36_21,HC_38_11,1.10230995747918E-005
AUDIT-C_11-14_B_AnsVal,HC_37_4,1.10081646872429E-005
GH_36-D_1,HC_38_8,1.09836633489513E-005
GH_36-D_6,HC_38_8,1.09836633489513E-005
RH_M_9G_L_1_AnsVal,HC_38_14,1.0960826007822E-005
GAD7_5G,SF-36_11,1.09493265698646E-005
GH_25-28_2,HC_38_14,1.09478093592852E-005
ISQ_8-11_2_AnsVal,HC_38_3,0.000010905
BPI_3_AnsVal,HC_38_12,1.08785509662646E-005
DEM_INS_5_AnsVal,SF-36_24,1.08556600268983E-005
GH_69-71_3,HC_38_11,1.08371895538584E-005
GH_42A-43_3,HC_38_1,1.08311251983961E-005
MJM_1,HC_38_10,1.0808318398059E-005
GH_F_50-56_7,SF-36_28,1.0773142799847E-005
HCU_30_AnsText,SF-36_36,1.07111101494972E-005
DEM_MAR_2,SF-36_24,1.06438509070994E-005
GH_73-78_6,HC_38_8,0.000010627
FSI_1-4_2_AnsVal,HC_37_2,1.0624915001034E-005
FSI_1-4_4_AnsVal,HC_37_2,0.000010594
GH_72-A_1,HC_37_4,1.05843695820118E-005
GH_72-A_3,HC_37_4,1.05843695820118E-005
FSI_1-4_3_AnsVal,HC_37_2,1.0563231503391E-005
MJM_5A_2,SF-36_4,1.0551305724249E-005
FSI_1-4_1_AnsVal,HC_37_2,1.05325909965925E-005
GH_49-C_4,HC_37_2,1.05325909965925E-005
BF_55-58_4_AnsVal,HC_38_9,1.04857749083642E-005
HCU_M_18_AnsVal,SF-36_29,1.04833516949565E-005
HCU_11_6,SF-36_34,0.000010461
HCU_11_4_AnsVal,HC_38_2,1.04598281617241E-005
GH_1-7_4,HC_38_14,1.04587806902812E-005
AUDIT-C_15,SF-36_7,1.04161388512214E-005
GH_1-7_8,HC_38_5,0.000010414
HCU_5_AnsVal,HC_38_3,1.03502942565559E-005
DIET_27_32_2_AnsVal,HC_37_2,1.02652663350744E-005
GH_25-28_5,HC_38_6,1.02271909095952E-005
GH_21-24_5,HC_38_12,1.01448265562576E-005
AUDIT-C_9,SF-36_34,1.0017852015376E-005
GH_69-71_1,HC_37_9,1.00101804860753E-005
RH_5A_6,HC_38_6,1.00094892243607E-005
MEDS_6,SF-36_18,9.99322290007321E-006
GH_72-A_1,HC_38_11,9.92818623768432E-006
GH_72-A_3,HC_38_11,9.92818623768432E-006
RH_M_9G_L_4_AnsVal,HC_38_2,9.92623874040977E-006
FSI_9-11_3_AnsText,HC_38_5,9.87259178342192E-006
GH_35-B_3,HC_37_6,9.86336719288605E-006
HCU_M_16,SF-36_11,9.77122309642198E-006
RH_F_9A_F_2_AnsVal,HC_38_14,9.71947893457781E-006
HCU_F_23A_AnsVal,SF-36_15,9.68753751207085E-006
GH_29-33_3,HC_38_6,9.56222919457073E-006
GH_36-D_4,HC_38_6,9.56222919457073E-006
MEDS_3,SF-36_16,9.53350249111029E-006
HCU_24,HC_37_7,9.49148541917744E-006
ISQ_8-11_1_AnsVal,HC_37_2,9.42650845947579E-006
HCU_14_AnsVal,SF-36_25,9.33941574876585E-006
GH_87-89_4,HC_37_4,9.31441470719552E-006
HCU_13_3,SF-36_9,9.25474850721475E-006
GAD7_5G,HC_38_9,9.2331359321518E-006
MJM_2C,HC_38_14,9.21520054275593E-006
MJM_5,HC_37_8,9.13238192101762E-006
HCU_9_AnsVal,SF-36_11,9.12588249957214E-006
MJM_4A_2,SF-36_3,9.1119494112224E-006
GH_35-B_1,HC_37_6,8.98022106299301E-006
GH_35-B_4,HC_37_6,8.98022106299301E-006
MJM_3C_2,HC_38_12,8.97669336830109E-006
GH_69-71_3,HC_37_7,8.9288957751954E-006
GH_83-86_3,HC_38_1,8.92346209457884E-006
MJM_5A_2,HC_38_13,8.87378544878192E-006
GH_F_50-56_8,SF-36_35,0.00000887
HCU_13_6,SF-36_10,8.83533001838632E-006
GH_72-A_2,SF-36_19,8.751322976841E-006
CTXD_47-49_1_AnsVal,SF-36_7,8.73629072073445E-006
MJM_3A,HC_37_3,8.73035772608333E-006
NPX_2-5_2_AnsVal,HC_37_4,8.70768052363413E-006
DEM_EMPL_4_AnsVal,HC_38_15,8.69992564200839E-006
GH_1-7_7,HC_37_8,8.69464409947174E-006
RH_M_9G_L_4_AnsVal,HC_38_11,0.000008663
GH_21-24_5,HC_37_9,8.62924450928393E-006
GH_F_59,HC_38_10,0.000008615
HCU_12_AnsVal,HC_38_7,8.60830926674439E-006
HCU_11_3_AnsVal,HC_38_6,0.000008592
GH_65-68_3,HC_38_4,8.57471146065159E-006
HCU_11_4_AnsVal,HC_37_2,8.52649444793574E-006
HCU_6_AnsVal,HC_38_11,8.52470796552929E-006
NPX_2-5_4_AnsVal,HC_38_14,8.4931111195008E-006
GH_35-B_2,HC_38_5,8.4898195646943E-006
HCU_28A-E_C_AnsVal,SF-36_4,8.4361796428567E-006
MJM_3C_3-5_3_AnsVal,HC_38_5,8.41663969397555E-006
SF-36_8,HC_38_11,8.39759123494321E-006
NPX_2-5_2_AnsVal,HC_37_1,8.38565909033751E-006
MJM_2D_1,HC_37_1,8.29388720180457E-006
GH_19-A_2,HC_38_16,8.26719576751955E-006
BF_55-58_3_AnsVal,HC_38_16,8.24287551781655E-006
RH_5A_1,SF-36_14,8.23567709173911E-006
HCU_13_2,HC_37_3,8.15844706436586E-006
GH_35-B_2,HC_38_15,8.06583333168298E-006
BMI_1_AnsText,HC_37_5,0.000008024
GH_36-D_3,HC_38_14,8.00575413562044E-006
GH_65-68_4,SF-36_18,7.99973537868315E-006
RH_5,HC_38_4,7.98579662286691E-006
HCU_F_22_AnsVal,SF-36_11,7.95633633232651E-006
GH_87-89_1,SF-36_24,7.93881467298085E-006
RH_3A,SF-36_27,7.91661064769578E-006
