predictor,outcome,PPMC,pval,PPMC_abs
MEDS_9,SF-36_6,-0.0637749448,0.0920236069,0.0637749448
MW_19-23_5_AnsVal,HC_38_1,-0.0637757166,0.0951092014,0.0637757166
MW_15-18_4_AnsVal,SF-36_10,-0.0637761911,0.0927203888,0.0637761911
MJM_1A,HC_37_1,-0.0637763126,0.2280482069,0.0637763126
NPX_2-5_4_AnsVal,HC_37_6,-0.0637824963,0.2500851476,0.0637824963
GH_83-86_4,HC_38_1,-0.0638229729,0.0929520745,0.0638229729
GH_65-68_4,HC_37_4,-0.0638403888,0.0926268375,0.0638403888
GH_79-82_3,HC_38_5,-0.0638630037,0.0925110826,0.0638630037
BPI_A-D_2_AnsText,HC_38_1,-0.0638658049,0.2877522139,0.0638658049
GH_9-14_5,SF-36_14,-0.0639135618,0.0913176015,0.0639135618
GH_F_58,HC_37_2,-0.0639206878,0.1383197432,0.0639206878
MJM_3C_1,HC_38_12,-0.0639259999,0.1701511383,0.0639259999
GH_35-B_4,HC_38_5,-0.0639712334,0.0924293854,0.0639712334
GH_19-A_3,SF-36_26,-0.0639928647,0.0906840206,0.0639928647
KW_52-55_3_AnsVal,HC_38_5,-0.0639930074,0.0935057275,0.0639930074
GH_F_50-56_7,SF-36_26,-0.0640304854,0.1369110618,0.0640304854
MEDS_9,HC_37_7,-0.0640459486,0.0915789305,0.0640459486
DEM_RACE_9_3,HC_37_6,-0.0640536337,0.0929564884,0.0640536337
MEDS_1,SF-36_4,-0.064138426,0.0894915348,0.064138426
HCU_15_AnsVal,HC_38_8,-0.064156032,0.0910216661,0.064156032
GH_79-82_3,HC_37_1,-0.064175932,0.0909212192,0.064175932
KW_43-46_3_AnsVal,HC_38_5,-0.0641773673,0.0916167849,0.0641773673
KW_39-42_1_AnsVal,HC_38_2,-0.0642715789,0.0906726532,0.0642715789
GH_49-C_5,HC_38_3,-0.0643141259,0.0909261531,0.0643141259
HCU_F_19,SF-36_25,-0.0643141607,0.1359039387,0.0643141607
DEM_RACE_9_1,SF-36_28,-0.0643172118,0.0911452471,0.0643172118
HCU_12_AnsVal,SF-36_15,-0.0643393385,0.0898679024,0.0643393385
DIET_27_32_1_AnsVal,HC_38_12,-0.0643599054,0.0899968059,0.0643599054
MJM_2D_3-5_1_AnsVal,HC_38_2,-0.0643812733,0.2010915665,0.0643812733
MJM_5A_1,SF-36_29,-0.0644322082,0.1705263518,0.0644322082
HCU_13_6,SF-36_13,-0.0644387347,0.0891412809,0.0644387347
GH_65-68_4,HC_38_16,-0.0644389532,0.0896019389,0.0644389532
GH_19-A_2,SF-36_7,-0.0644524096,0.0883857835,0.0644524096
MJM_1B,SF-36_24,-0.0644688303,0.2204490898,0.0644688303
MEDS_2_AnsVal,SF-36_14,-0.0645106382,0.0880979497,0.0645106382
GH_36-D_3,SF-36_13,-0.0645188652,0.0887435086,0.0645188652
GH_8-B_1,SF-36_13,-0.0645518903,0.088579986,0.0645518903
HCU_M_18_AnsVal,SF-36_24,-0.0645772135,0.4231786925,0.0645772135
RH_M_9G_L_4_AnsVal,SF-36_30,-0.0645988459,0.4532752068,0.0645988459
KW_43-46_4_AnsVal,HC_38_12,-0.0646128692,0.0894320276,0.0646128692
DIET_21,HC_38_1,-0.0646279414,0.0884336128,0.0646279414
RH_M_9G_L_2_AnsVal,HC_38_8,-0.0646732721,0.4510787434,0.0646732721
HCU_28A-E_C_AnsVal,SF-36_18,-0.06468302,0.0976137752,0.06468302
DIET_27_32_4_AnsVal,HC_38_13,-0.0646833083,0.0893147694,0.0646833083
RH_4,HC_37_3,-0.0647058699,0.0882788874,0.0647058699
GH_20-A_2,SF-36_17,-0.0647117532,0.0877918538,0.0647117532
DIET_22,HC_38_16,-0.0647546242,0.0875814599,0.0647546242
GH_36-D_6,HC_38_13,-0.0647573567,0.088255181,0.0647573567
HCU_M_17_AnsVal,SF-36_25,-0.0647623219,0.4218479514,0.0647623219
HCU_14_AnsVal,SF-36_29,-0.064772157,0.0874955326,0.064772157
CTXD_47-49_2_AnsVal,SF-36_10,-0.0647970814,0.0894500179,0.0647970814
HCU_M_17_AnsVal,HC_38_10,-0.0648264519,0.4213874894,0.0648264519
GH_1-7_3,SF-36_5,-0.064868309,0.0870255047,0.064868309
MEDS_4,SF-36_18,-0.0648766368,0.0865316476,0.0648766368
MEDS_3,HC_38_2,-0.0649331963,0.0867094616,0.0649331963
HCU_11_2_AnsVal,HC_38_9,-0.064955143,0.0868298293,0.064955143
MJM_5A_6_AnsVal,SF-36_10,-0.0649623324,0.1660917696,0.0649623324
MJM_1C,HC_38_2,-0.0649637976,0.2220917158,0.0649637976
BPI_E-G_2_AnsText,HC_38_2,-0.0649642425,0.2760737849,0.0649642425
GH_M_60-64_1,SF-36_9,-0.0650166202,0.4200237735,0.0650166202
OC_4B,SF-36_7,-0.0650227116,0.0881059014,0.0650227116
GH_19-A_1,SF-36_5,-0.0650338356,0.085545398,0.0650338356
LTEQ_4,SF-36_27,-0.06504567,0.1036914551,0.06504567
BPI_A-D_4_AnsText,HC_37_1,-0.0650468211,0.2771808142,0.0650468211
GH_F_50-56_7,HC_38_3,-0.0650855336,0.1319832712,0.0650855336
GH_F_50-56_4,HC_38_15,-0.0650856101,0.1319828161,0.0650856101
SP_60B,HC_38_5,-0.0650907264,0.2948059527,0.0650907264
AUDIT-C_11-14_D_AnsVal,SF-36_25,-0.0651118356,0.0897749996,0.0651118356
GH_21-24_3,SF-36_4,-0.0651837884,0.0846019668,0.0651837884
RH_F_9A_F_1_AnsVal,HC_38_15,-0.0651849305,0.1684147194,0.0651849305
OC_4C,SF-36_5,-0.0651928933,0.0877374427,0.0651928933
GH_F_50-56_7,SF-36_15,-0.065199867,0.1305849561,0.065199867
GH_79-82_2,SF-36_25,-0.0652237238,0.0848571813,0.0652237238
GH1_5-18_5,HC_37_9,-0.0652461326,0.0854233,0.0652461326
GH_19-A_1,SF-36_25,-0.0652492293,0.0845120302,0.0652492293
NPX_2-5_1_AnsVal,SF-36_28,-0.0652650137,0.2414061949,0.0652650137
AUDIT-C_9,SF-36_13,-0.0652754226,0.0846100215,0.0652754226
MJM_2B,HC_38_12,-0.0652756974,0.1943242569,0.0652756974
KW_39-42_4_AnsVal,HC_38_9,-0.0652762958,0.0857302451,0.0652762958
MJM_1D_1,SF-36_19,-0.0652904482,0.2178190446,0.0652904482
GH_72-A_2,SF-36_16,-0.0653108043,0.0851132125,0.0653108043
GH_37-41_6,HC_37_3,-0.0653735477,0.085038099,0.0653735477
GH_21-24_1,SF-36_18,-0.0653778797,0.083899643,0.0653778797
GH_20-A_1,SF-36_13,-0.0653963893,0.0842567622,0.0653963893
GH_9-14_2,SF-36_24,-0.0654026466,0.084227009,0.0654026466
HCU_11_3_AnsVal,SF-36_29,-0.0654616239,0.0837246489,0.0654616239
DEM_ETHN_8,HC_37_2,-0.0655018829,0.0862416042,0.0655018829
GH_72-A_1,SF-36_14,-0.0655077422,0.0839512174,0.0655077422
BF_55-58_2_AnsVal,HC_38_15,-0.0655414432,0.0862811764,0.0655414432
KW_43-46_2_AnsVal,HC_38_14,-0.0655610633,0.084820042,0.0655610633
GH_29-33_1,SF-36_7,-0.065575804,0.0834070129,0.065575804
MJM_5A_4,HC_37_9,-0.0656096241,0.1628312118,0.0656096241
MEDS_3A_AnsVal,HC_38_8,-0.0656219177,0.1821296662,0.0656219177
HCU_6_AnsVal,SF-36_28,-0.065623017,0.0829633067,0.065623017
RH_M_9G_L_1_AnsVal,HC_38_13,-0.0656532164,0.434322571,0.0656532164
RH_3A,HC_38_1,-0.0656599125,0.1148286573,0.0656599125
DEM_EMPL_4_AnsVal,HC_37_2,-0.0656640171,0.0836585088,0.0656640171
HCU_M_18_AnsVal,HC_37_3,-0.0656692267,0.4184184957,0.0656692267
KW_47-51_3_AnsVal,HC_38_2,-0.0656899978,0.0853410391,0.0656899978
GH_90,HC_38_10,-0.0657042348,0.0841406444,0.0657042348
HCU_4_AnsVal,SF-36_18,-0.0657167705,0.0823036392,0.0657167705
GH_44-48_2,SF-36_25,-0.0657218469,0.0827204452,0.0657218469
DIET_18-20_3,SF-36_7,-0.0657314256,0.0831185176,0.0657314256
OC_4C,HC_38_1,-0.0658827652,0.0848812734,0.0658827652
HCU_9_AnsVal,SF-36_24,-0.0658869014,0.0819500112,0.0658869014
HCU_25_AnsVal,HC_37_1,-0.0659948524,0.0825525053,0.0659948524
GH_M_60-64_4,SF-36_35,-0.0660191578,0.4128770474,0.0660191578
GH_73-78_3,SF-36_3,-0.0660360735,0.0810402655,0.0660360735
HC_38_17_AnsVal,SF-36_18,-0.0660389474,0.0814645152,0.0660389474
GH_19-A_2,SF-36_5,-0.0660430461,0.0807903436,0.0660430461
GH_73-78_2,HC_37_9,-0.0660470744,0.0818668805,0.0660470744
RH_M_9G_L_1_AnsVal,SF-36_26,-0.0660471059,0.4315646443,0.0660471059
GH_F_50-56_7,HC_37_9,-0.0660577209,0.1255881739,0.0660577209
GAD7_5G,SF-36_10,-0.0660659787,0.0842438559,0.0660659787
GH_37-41_6,HC_38_6,-0.0660747971,0.0817384312,0.0660747971
HCU_13_2,SF-36_11,-0.0660926013,0.080779924,0.0660926013
HCU_13_2,SF-36_10,-0.0661270315,0.0806216868,0.0661270315
OC_4B,SF-36_12,-0.0661744409,0.0828321375,0.0661744409
GH1_5-18_1,SF-36_28,-0.0661804916,0.0805939631,0.0661804916
DIET_18-20_2,SF-36_36,-0.0662159444,0.0815271844,0.0662159444
MJM_4A_2,SF-36_18,-0.0662313312,0.6582586554,0.0662313312
KW_39-42_2_AnsVal,HC_38_12,-0.0662363621,0.0816539531,0.0662363621
HCU_31_AnsVal,SF-36_14,-0.0662444165,0.0796518939,0.0662444165
DEM_RACE_9_6_AnsVal,SF-36_35,-0.0662513552,0.08158476,0.0662513552
GH_F_58,SF-36_14,-0.0662743542,0.1236506351,0.0662743542
GH_F_50-56_6,SF-36_19,-0.0662766632,0.1236375239,0.0662766632
MEDS_1,HC_37_3,-0.066309178,0.080222579,0.066309178
RH_4,SF-36_34,-0.0663518888,0.0798107499,0.0663518888
HCU_31_AnsText,SF-36_5,-0.0663626823,0.197364201,0.0663626823
KW_39-42_2_AnsVal,HC_38_2,-0.0663928046,0.0809343043,0.0663928046
GH_35-B_3,SF-36_9,-0.0664030594,0.0797947245,0.0664030594
HCU_31_AnsText,HC_38_12,-0.066420631,0.1969723323,0.066420631
MJM_5A_3,SF-36_18,-0.0664221972,0.1572154354,0.0664221972
KW_43-46_2_AnsVal,HC_38_7,-0.0664877271,0.0805001632,0.0664877271
GH_49-C_2,SF-36_35,-0.0664978867,0.0797982681,0.0664978867
GH_79-82_5,HC_38_3,-0.0665443231,0.0795876181,0.0665443231
GH_83-86_4,SF-36_15,-0.0665780849,0.0792180591,0.0665780849
HCU_13_5,HC_38_3,-0.0665913787,0.0795918572,0.0665913787
OC_3_AnsVal,HC_37_1,-0.0666717667,0.0836996761,0.0666717667
GH_83-86_1,SF-36_3,-0.0666777833,0.0783385796,0.0666777833
KW_43-46_4_AnsVal,HC_37_7,-0.0666824271,0.0796155819,0.0666824271
KW_39-42_2_AnsVal,HC_38_15,-0.0666906157,0.0795785524,0.0666906157
GH_83-86_1,SF-36_14,-0.0666965575,0.0782544469,0.0666965575
GH_72-A_2,SF-36_12,-0.0667101691,0.0786231764,0.0667101691
CTXD_34-38_1_AnsVal,SF-36_7,-0.0667181507,0.0798913918,0.0667181507
HCU_28A-E_B_AnsVal,SF-36_3,-0.0667187656,0.0851078261,0.0667187656
AUDIT-C_11-14_D_AnsVal,SF-36_9,-0.0667291133,0.082066536,0.0667291133
CTXD_34-38_1_AnsVal,SF-36_6,-0.0667416919,0.0797848283,0.0667416919
GH_79-82_2,SF-36_15,-0.0667455138,0.0782496892,0.0667455138
GH_F_58,HC_38_10,-0.0667736216,0.1222297138,0.0667736216
GH_F_58A_AnsVal,SF-36_19,-0.0667776708,0.1957598414,0.0667776708
GH_1-7_4,SF-36_12,-0.0667871903,0.0782779649,0.0667871903
RH_8a_2_AnsVal,HC_38_15,-0.0667993789,0.091827104,0.0667993789
MJM_5A_2,HC_37_2,-0.0668126941,0.1552410727,0.0668126941
MJM_5A_2,SF-36_24,-0.0668517971,0.1549989436,0.0668517971
GH_F_50-56_7,SF-36_13,-0.0669109819,0.1204211243,0.0669109819
GH_65-68_4,SF-36_35,-0.0669483771,0.0771330477,0.0669483771
DIET_27_32_1_AnsVal,HC_38_11,-0.0669725283,0.0776663332,0.0669725283
GH_73-78_6,SF-36_13,-0.0669737298,0.0770208755,0.0669737298
RH_5A_8_AnsVal,HC_38_10,-0.0669899913,0.141122842,0.0669899913
KW_56-57_1_AnsVal,HC_37_4,-0.0669937967,0.0786508414,0.0669937967
DEM_RACE_9_6_AnsVal,HC_38_1,-0.0670066561,0.078810985,0.0670066561
GH_21-24_1,SF-36_7,-0.0670133878,0.0764226187,0.0670133878
GH_M_60-64_1,SF-36_18,-0.067052305,0.4055872934,0.067052305
SP_60,HC_37_7,-0.0670800767,0.077189751,0.0670800767
GH_69-71_4,HC_38_12,-0.067106329,0.077287525,0.067106329
DIET_27_32_6_AnsVal,HC_38_9,-0.0671261082,0.0778447761,0.0671261082
GH_F_50-56_3,SF-36_28,-0.0671580219,0.1193982054,0.0671580219
GH_83-86_5,SF-36_34,-0.067184159,0.0763062646,0.067184159
SUN_16,HC_38_12,-0.0671956763,0.0762557711,0.0671956763
GH_49-C_1,SF-36_17,-0.0672221894,0.0767766124,0.0672221894
HCU_30_AnsText,SF-36_7,-0.0672325618,0.3417564583,0.0672325618
GH_M_60-64_1,SF-36_16,-0.0672775917,0.4040078722,0.0672775917
RH_3A,SF-36_35,-0.0673218018,0.1053045051,0.0673218018
SF-36_8,HC_38_4,-0.0673321375,0.0758705207,0.0673321375
SF-36_8,HC_38_9,-0.0673354835,0.0758559272,0.0673354835
DEM_RACE_9_1,SF-36_25,-0.0673980898,0.0764316414,0.0673980898
HCU_F_20_AnsVal,HC_38_1,-0.06739837,0.1184215485,0.06739837
GH_8-B_3,SF-36_6,-0.0674196299,0.0750695935,0.0674196299
MJM_5E_3-6_1_AnsVal,HC_37_6,-0.0674762554,0.1534537216,0.0674762554
GH_37-41_2,HC_37_1,-0.0674799364,0.0754386568,0.0674799364
RH_5A_2,SF-36_10,-0.067481547,0.1369998796,0.067481547
KW_47-51_5_AnsVal,HC_38_7,-0.0674928278,0.0786173597,0.0674928278
GH_29-33_6,SF-36_30,-0.067509045,0.0748923213,0.067509045
HCU_29_AnsVal,HC_38_4,-0.0675167491,0.0752790838,0.0675167491
LTEQ_7,SF-36_27,-0.0675173998,0.1400744808,0.0675173998
GH_87-89_4,SF-36_7,-0.067525179,0.0741975012,0.067525179
HCU_3_1,HC_37_1,-0.0675310267,0.0756396395,0.0675310267
GH_73-78_2,HC_38_11,-0.0675731558,0.0750351097,0.0675731558
GH_1-7_4,SF-36_18,-0.0675732873,0.0746152749,0.0675732873
OC_4A_AnsVal,SF-36_17,-0.0675805603,0.0804619827,0.0675805603
MEDS_3,SF-36_11,-0.0676085039,0.0734277438,0.0676085039
GH_19-A_3,HC_37_3,-0.0676085399,0.0746726826,0.0676085399
GH_42A-43_4,HC_37_4,-0.0676199803,0.0750433364,0.0676199803
RH_5A_2,SF-36_25,-0.0676295138,0.1365437589,0.0676295138
KW_39-42_4_AnsVal,HC_38_14,-0.0676497361,0.0749149748,0.0676497361
GH_49-C_1,SF-36_18,-0.0676576332,0.0744615491,0.0676576332
AUDIT-C_11-14_D_AnsVal,SF-36_15,-0.0676742389,0.0782555484,0.0676742389
GH_44-48_6,HC_38_2,-0.0677153364,0.0746326186,0.0677153364
NPX_2-5_2_AnsVal,SF-36_19,-0.0677354669,0.2135124805,0.0677354669
GH_20-A_1,SF-36_28,-0.0677689029,0.0737768207,0.0677689029
GH_20-A_2,SF-36_13,-0.0677866541,0.0734938672,0.0677866541
MEDS_3,HC_38_11,-0.0677969587,0.0736571994,0.0677969587
BF_55-58_3_AnsVal,SF-36_34,-0.0678091901,0.0748609302,0.0678091901
GH_65-68_3,SF-36_17,-0.0678180712,0.0735672868,0.0678180712
HCU_13_2,HC_37_4,-0.0678396803,0.0740997986,0.0678396803
MJM_5A_4,SF-36_10,-0.0678991345,0.1477233044,0.0678991345
LTEQ_7,SF-36_34,-0.067928896,0.1376690965,0.067928896
DEM_RACE_9_4,SF-36_28,-0.0679728869,0.074159889,0.0679728869
HCU_13_2,SF-36_26,-0.0679758301,0.0726922906,0.0679758301
GH_F_50-56_8,SF-36_23,-0.0679805884,0.1149284193,0.0679805884
GH_21-24_1,SF-36_10,-0.0680009928,0.0719725329,0.0680009928
GH_25-28_1,HC_37_7,-0.0680244744,0.0728992515,0.0680244744
GH_87-89_4,HC_37_8,-0.0680338134,0.0728598306,0.0680338134
RH_F_9A_F_1_AnsVal,SF-36_10,-0.068040055,0.148226144,0.068040055
HCU_F_23_AnsVal,HC_37_4,-0.0680898689,0.1136716984,0.0680898689
KW_43-46_1_AnsVal,HC_38_7,-0.068098244,0.0727947402,0.068098244
HCU_13_4,HC_38_11,-0.0681056285,0.072970609,0.0681056285
GH_90,SF-36_11,-0.0681108406,0.0723296661,0.0681108406
DEM_RACE_9_1,SF-36_10,-0.0681262544,0.0732992066,0.0681262544
HCU_13_1,SF-36_6,-0.068141259,0.0719972003,0.068141259
MJM_5A_5,SF-36_7,-0.0681553801,0.1466425964,0.0681553801
HCU_27,SF-36_3,-0.0681650196,0.0712874418,0.0681650196
MJM_4A_3,HC_38_3,-0.0681818182,0.6488396569,0.0681818182
MJM_4A_3,HC_38_6,-0.0681818182,0.6488396569,0.0681818182
MJM_4A_3,HC_38_11,-0.0681818182,0.6488396569,0.0681818182
MJM_4A_3,HC_37_4,-0.0681818182,0.6488396569,0.0681818182
MJM_4A_3,HC_38_12,-0.0681818182,0.6488396569,0.0681818182
MJM_4A_3,HC_38_16,-0.0681818182,0.6488396569,0.0681818182
DIET_27_32_3_AnsVal,HC_37_2,-0.0681853225,0.0730497693,0.0681853225
HCU_11_4_AnsVal,SF-36_31,-0.0682012988,0.071746276,0.0682012988
HCU_28A-E_D_AnsVal,SF-36_14,-0.0682038393,0.0785984151,0.0682038393
GH_73-78_5,HC_37_6,-0.0682188559,0.0722879223,0.0682188559
GH1_5-18_5,HC_38_9,-0.068228431,0.072042287,0.068228431
ISQ_2-7_3_AnsVal,HC_37_1,-0.0682492289,0.0761849784,0.0682492289
GH_36-D_2,SF-36_14,-0.0683032408,0.071321867,0.0683032408
GH_F_59,HC_38_1,-0.0683335251,0.1140634667,0.0683335251
SUN_16,SF-36_30,-0.0683456134,0.0707409594,0.0683456134
NPX_2-5_1_AnsVal,HC_38_10,-0.068348083,0.2205615643,0.068348083
HCU_11_4_AnsVal,HC_38_9,-0.0683722776,0.0714428518,0.0683722776
GH_35-B_1,SF-36_13,-0.0683826385,0.071399834,0.0683826385
GH_69-71_4,HC_37_3,-0.0684377673,0.0715801523,0.0684377673
GH_F_57,SF-36_34,-0.0684466023,0.1121206507,0.0684466023
MJM_4,SF-36_13,-0.0684720808,0.0702200567,0.0684720808
BF_55-58_3_AnsVal,HC_38_4,-0.0684795694,0.0726467424,0.0684795694
HCU_11_2_AnsVal,SF-36_4,-0.0684892665,0.0699488517,0.0684892665
GH_42A-43_2,SF-36_10,-0.068511166,0.0702608389,0.068511166
LTEQ_3_AnsVal,SF-36_34,-0.0685556145,0.0706847718,0.0685556145
AUDIT-C_11-14_C_AnsVal,SF-36_9,-0.0685702334,0.0783511516,0.0685702334
MEDS_3A_AnsVal,HC_38_6,-0.06857098,0.1632193924,0.06857098
MW_15-18_4_AnsVal,SF-36_7,-0.0685961073,0.0707212755,0.0685961073
DEM_INS_5_AnsVal,HC_38_16,-0.068600323,0.0709075716,0.068600323
GH_9-14_1,SF-36_19,-0.0686145669,0.0698373807,0.0686145669
GH1_5-18_5,HC_38_15,-0.0686212732,0.0704148853,0.0686212732
HCU_13_2,HC_37_8,-0.0686250726,0.0708056243,0.0686250726
HCU_4_AnsVal,SF-36_3,-0.0686738466,0.069395515,0.0686738466
KW_56-57_1_AnsVal,HC_37_3,-0.0687040386,0.0712992378,0.0687040386
KW_39-42_3_AnsVal,HC_38_12,-0.0687048413,0.0717087663,0.0687048413
GH_19-A_2,SF-36_24,-0.0687539373,0.0692699268,0.0687539373
KW_39-42_1_AnsVal,HC_38_7,-0.0687810674,0.0701658146,0.0687810674
GH_87-89_2,SF-36_35,-0.0688167831,0.0690152859,0.0688167831
GH_42A-43_2,SF-36_3,-0.0688183356,0.0692086953,0.0688183356
GH_25-28_4,SF-36_15,-0.0688293768,0.0691639668,0.0688293768
KW_47-51_4_AnsVal,HC_38_8,-0.0688342501,0.0711744329,0.0688342501
GH_F_50-56_6,SF-36_28,-0.0688342755,0.1104294364,0.0688342755
MW_4,SF-36_5,-0.0688424213,0.0685144138,0.0688424213
MJM_1B,HC_38_2,-0.0688447089,0.1912532168,0.0688447089
MW_11-14_1_AnsVal,SF-36_6,-0.0688627468,0.0694295692,0.0688627468
GH_34-A_1,SF-36_31,-0.0688657931,0.0690166105,0.0688657931
GH_34-A_2,SF-36_14,-0.0688792008,0.0685644733,0.0688792008
MEDS_2_AnsVal,SF-36_29,-0.0688887062,0.0687248073,0.0688887062
GH_90,HC_37_7,-0.0689236383,0.0699900288,0.0689236383
GH_F_50-56_7,SF-36_16,-0.0689355323,0.1095744438,0.0689355323
MW_4B,HC_37_8,-0.0689355383,0.2598682387,0.0689355383
HCU_13_2,SF-36_16,-0.0689418833,0.0689090271,0.0689418833
BPI_A-D_3_AnsText,HC_37_1,-0.0689466177,0.2527593471,0.0689466177
GH_49-C_3,SF-36_25,-0.0689517036,0.0690694469,0.0689517036
GH_44-48_1,SF-36_12,-0.0689564918,0.0688501044,0.0689564918
SUN_17,HC_38_2,-0.068967111,0.0688072986,0.068967111
GH_1-7_8,HC_38_2,-0.068987223,0.0695292081,0.068987223
MW_3,SF-36_10,-0.0689921409,0.0679136111,0.0689921409
HCU_11_2_AnsVal,SF-36_31,-0.0690144659,0.0684176829,0.0690144659
GH_79-82_5,HC_38_14,-0.0690230983,0.0689817063,0.0690230983
DEM_INSE_7,SF-36_6,-0.069043223,0.069101256,0.069043223
DIET_27_32_3_AnsVal,HC_38_14,-0.0690551388,0.0694562322,0.0690551388
GH_21-24_3,SF-36_6,-0.0690651755,0.0678189172,0.0690651755
GH_F_50-56_5,HC_38_12,-0.0691005945,0.1097168819,0.0691005945
KW_52-55_2_AnsVal,HC_38_7,-0.0691090776,0.0692382468,0.0691090776
DEM_RACE_9_4,SF-36_29,-0.0691236982,0.0691792565,0.0691236982
KW_43-46_2_AnsVal,HC_37_7,-0.0691346706,0.0691350129,0.0691346706
HCU_F_20_AnsVal,SF-36_12,-0.0691403197,0.1081935425,0.0691403197
GH_83-86_3,SF-36_35,-0.0691647232,0.0680146978,0.0691647232
RH_3B,SF-36_27,-0.0692161215,0.0944178337,0.0692161215
KW_39-42_2_AnsVal,HC_38_9,-0.0692178738,0.0688002693,0.0692178738
HCU_28A-E_D_AnsVal,SF-36_17,-0.0692196201,0.0746771062,0.0692196201
HCU_13_2,HC_38_11,-0.0692347124,0.0683320542,0.0692347124
GH_90,SF-36_7,-0.0692419828,0.0679049505,0.0692419828
GH_35-B_1,SF-36_10,-0.0692570479,0.0674496005,0.0692570479
DIET_18-20_3,SF-36_24,-0.0692653643,0.0680104091,0.0692653643
GH_F_50-56_1,SF-36_25,-0.069310616,0.1073254016,0.069310616
GH_83-86_4,SF-36_16,-0.0693734729,0.0671855795,0.0693734729
HCU_28A-E_D_AnsVal,SF-36_31,-0.0694395451,0.0737567562,0.0694395451
HCU_5_AnsVal,HC_38_1,-0.0694488006,0.0674804055,0.0694488006
GH_8-B_2,SF-36_15,-0.0694675438,0.0670112471,0.0694675438
AUDIT-C_9B,HC_38_5,-0.0694819124,0.324603085,0.0694819124
DEM_RACE_9_1,SF-36_7,-0.0695087286,0.0678399432,0.0695087286
GH_35-B_2,SF-36_3,-0.0695095795,0.0666494711,0.0695095795
HCU_13_2,HC_37_5,-0.0695259454,0.0671756652,0.0695259454
CTXD_47-49_1_AnsVal,SF-36_5,-0.0695502571,0.0682765775,0.0695502571
HCU_13_2,SF-36_12,-0.0695526443,0.0664805774,0.0695526443
GH_83-86_5,SF-36_30,-0.0695686527,0.0664178848,0.0695686527
MJM_1D_3-5_3_AnsVal,HC_37_6,-0.0695813174,0.1966450672,0.0695813174
GH_69-71_3,SF-36_6,-0.0695824176,0.0661688215,0.0695824176
GH_1-7_5,SF-36_4,-0.0696040056,0.0660845548,0.0696040056
DEM_RACE_9_2,SF-36_24,-0.0696385454,0.0673266508,0.0696385454
KW_43-46_3_AnsVal,HC_38_12,-0.0696387096,0.0671274625,0.0696387096
DEM_INS_5_AnsVal,HC_37_4,-0.0696505277,0.0666859232,0.0696505277
GH_19-A_2,SF-36_14,-0.0696673616,0.0654503378,0.0696673616
GH_M_60-64_1,SF-36_4,-0.0696748431,0.3874282863,0.0696748431
GH_42A-43_1,SF-36_28,-0.0696864769,0.0661530667,0.0696864769
DIET_26,HC_38_8,-0.0697721722,0.0658196259,0.0697721722
MJM_2D_2,HC_37_6,-0.0697881614,0.1657263869,0.0697881614
KW_47-51_4_AnsVal,HC_38_12,-0.0697910117,0.0673242054,0.0697910117
GH_8-B_3,SF-36_4,-0.0698074624,0.0651016259,0.0698074624
GH_35-B_3,SF-36_16,-0.0698569961,0.065490938,0.0698569961
GH_72-A_2,SF-36_10,-0.0698689469,0.0650575534,0.0698689469
FSI_1-4_4_AnsVal,SF-36_11,-0.0698843306,0.0655797178,0.0698843306
MEDS_3B_AnsVal,SF-36_7,-0.0698905417,0.0649744269,0.0698905417
HC_37_10_AnsVal,SF-36_25,-0.069892303,0.0651607812,0.069892303
FSI_1-4_3_AnsVal,SF-36_11,-0.0698974077,0.065334821,0.0698974077
HCU_11_1_AnsVal,HC_37_6,-0.0699282753,0.0652157802,0.0699282753
GH_83-86_2,SF-36_7,-0.0699481181,0.0647532211,0.0699481181
HCU_29_AnsVal,HC_37_3,-0.0699534098,0.0653129319,0.0699534098
GH_83-86_5,HC_37_7,-0.0699647201,0.0654638282,0.0699647201
CTXD_50-54_2_AnsVal,SF-36_7,-0.070030763,0.0659917116,0.070030763
HCU_F_21_AnsVal,SF-36_12,-0.0700581527,0.1042228851,0.0700581527
GH_65-68_1,SF-36_12,-0.0700891164,0.0642141298,0.0700891164
GH_M_60-64_3,HC_38_3,-0.0700999637,0.3845316027,0.0700999637
MEDS_1,HC_38_10,-0.0701307998,0.0642470119,0.0701307998
RH_M_9G_L_4_AnsVal,HC_38_13,-0.0701395821,0.4153904766,0.0701395821
OC_4B,SF-36_4,-0.0701417892,0.0655626891,0.0701417892
MEDS_2A_AnsVal,SF-36_16,-0.0701426308,0.103162779,0.0701426308
HCU_30_AnsText,SF-36_29,-0.0701740855,0.3197947332,0.0701740855
GH_35-B_3,SF-36_10,-0.0701884555,0.0638365422,0.0701884555
FSI_1-4_1_AnsVal,SF-36_11,-0.0701956501,0.0640003799,0.0701956501
MJM_5B,HC_37_6,-0.0702391349,0.1381552749,0.0702391349
HCU_28A-E_D_AnsVal,SF-36_28,-0.0702829221,0.0703127761,0.0702829221
GH_35-B_3,SF-36_13,-0.0702981958,0.0638030238,0.0702981958
GH_19-A_2,SF-36_13,-0.070302699,0.0632147718,0.070302699
GH_42A-43_3,SF-36_29,-0.0703210024,0.0635258644,0.0703210024
GH_F_50-56_6,SF-36_31,-0.0703250409,0.1029068454,0.0703250409
MEDS_1,HC_38_5,-0.0703423631,0.0634452943,0.0703423631
