predictor,outcome,PPMC,pval,PPMC_abs
GH_65-68_4,HC_38_4,0.0539992213,0.1550121254,0.0539992213
MJM_5E_3-6_4_AnsVal,HC_37_7,0.0539812869,0.2585082533,0.0539812869
HC_37_10_AnsVal,HC_38_6,0.0539794974,0.1554616639,0.0539794974
MJM_5A_6_AnsVal,HC_37_2,0.0539561947,0.251246893,0.0539561947
GH_25-28_1,HC_38_7,0.053954986,0.1550530836,0.053954986
LTEQ_4,SF-36_4,0.0539372718,0.176684945,0.0539372718
HCU_11_5,SF-36_13,0.053900167,0.1545826151,0.053900167
SF-36_20,HC_38_2,0.0538798536,0.1553318613,0.0538798536
CTXD_39-43_3_AnsVal,HC_37_7,0.0538674485,0.157223795,0.0538674485
HCU_8_AnsVal,HC_37_2,0.053842363,0.1559178972,0.053842363
GH_73-78_3,HC_38_14,0.053838871,0.156243396,0.053838871
GH_20-A_1,HC_38_16,0.0538344883,0.1562771527,0.0538344883
GH_9-14_5,HC_38_16,0.0538344883,0.1562771527,0.0538344883
DEM_INS_5_AnsVal,SF-36_13,0.0538223047,0.1563710233,0.0538223047
MEDS_3C_AnsVal,SF-36_29,0.0537963395,0.1559741377,0.0537963395
GH_42A-43_4,HC_38_16,0.0537777716,0.1570141163,0.0537777716
AUDIT-C_11-14_B_AnsVal,SF-36_10,0.053771342,0.1818783013,0.053771342
GH_69-71_2,HC_38_16,0.0537557485,0.1571843105,0.0537557485
ISQ_12-15_2_AnsVal,HC_38_12,0.0537508626,0.2811182207,0.0537508626
SUN_17,SF-36_18,0.0537503268,0.1551414061,0.0537503268
GH_29-33_6,SF-36_25,0.0537483504,0.1560462727,0.0537483504
MJM_2A,HC_38_14,0.0537434702,0.2764425275,0.0537434702
DIET_18-20_2,SF-36_31,0.0537371072,0.1579301257,0.0537371072
RH_5A_3,HC_37_7,0.0537279027,0.2385638545,0.0537279027
PHQ_2E-H_2_AnsVal,HC_38_8,0.0537069703,0.1596801875,0.0537069703
GH_37-41_3,HC_38_2,0.0536999861,0.1573158119,0.0536999861
HCU_27,HC_37_5,0.0536973276,0.1567382034,0.0536973276
BF_55-58_2_AnsVal,SF-36_10,0.0536972456,0.1585412152,0.0536972456
GH_F_57,HC_37_8,0.0536819916,0.2133872908,0.0536819916
GH_73-78_5,HC_38_9,0.0536749147,0.1575099956,0.0536749147
MEDS_3,SF-36_24,0.0536719555,0.1560415804,0.0536719555
HCU_F_19,HC_37_7,0.0536656217,0.2143825701,0.0536656217
MW_11-14_3_AnsVal,HC_38_5,0.0536501163,0.1601232125,0.0536501163
GH_M_60-64_4,HC_38_11,0.0536313184,0.5060847639,0.0536313184
GH_9-14_3,HC_38_8,0.0536282931,0.1578715718,0.0536282931
GAD7_5A,HC_38_8,0.0536274996,0.1578777308,0.0536274996
BF_55-58_4_AnsVal,SF-36_4,0.0535939425,0.1593448683,0.0535939425
BPI_E-G_2_AnsText,HC_38_8,0.0535504485,0.369444183,0.0535504485
GH_37-41_2,HC_38_7,0.053540238,0.1585561983,0.053540238
RH_F_9A_F_3_AnsVal,SF-36_5,0.0535246935,0.2642059932,0.0535246935
HCU_3_1,SF-36_25,0.0535148157,0.1581540481,0.0535148157
SF-36_22,HC_38_13,0.0535091839,0.1584977107,0.0535091839
GH_9-14_3,HC_37_9,0.0534931268,0.1589234069,0.0534931268
HCU_11_5,SF-36_23,0.0534581894,0.1582958299,0.0534581894
RH_8a_2_AnsVal,HC_38_9,0.0534537068,0.1775022521,0.0534537068
AUDIT-C_9,HC_38_15,0.0534518821,0.1589446314,0.0534518821
CTXD_24-28_4_AnsVal,HC_38_11,0.0534371275,0.1617911366,0.0534371275
GH_44-48_2,HC_38_8,0.0533848352,0.1600717243,0.0533848352
GH_65-68_1,HC_37_8,0.0533718366,0.159871759,0.0533718366
MEDS_3,HC_38_15,0.0533710752,0.1592759089,0.0533710752
MJM_1,HC_37_4,0.053358255,0.1596769149,0.053358255
GH_21-24_4,HC_38_14,0.0533508073,0.159735274,0.0533508073
GH_37-41_5,HC_37_1,0.0533303568,0.160197062,0.0533303568
MJM_2A,HC_38_15,0.0533280596,0.2801772391,0.0533280596
GH_83-86_4,HC_38_6,0.0533208304,0.1605739988,0.0533208304
HCU_7_AnsVal,HC_38_6,0.0533155247,0.1597110726,0.0533155247
KW_52-55_4_AnsVal,SF-36_12,0.0533093466,0.1621851137,0.0533093466
MJM_2D_1,HC_37_5,0.0533034691,0.2918446073,0.0533034691
DEM_ETHN_8,SF-36_30,0.0533007261,0.1619475887,0.0533007261
MEDS_8,HC_38_15,0.0532693649,0.160978733,0.0532693649
RH_3A,SF-36_16,0.0532568909,0.2002857642,0.0532568909
GH_F_57,HC_37_7,0.0532532152,0.217071679,0.0532532152
BPI_A-D_3_AnsText,HC_37_7,0.0532402605,0.3773909213,0.0532402605
ISQ_12-15_3_AnsVal,HC_38_2,0.053221195,0.2835056289,0.053221195
NPX_2-5_2_AnsVal,HC_38_11,0.0532090685,0.3308552626,0.0532090685
RH_3B,SF-36_25,0.0531988475,0.1984539663,0.0531988475
DEM_RACE_9_3,SF-36_25,0.0531962702,0.1621625136,0.0531962702
GH_1-7_4,HC_37_9,0.053194108,0.1618754526,0.053194108
DEM_RACE_9_5,HC_38_6,0.05318432,0.1631735212,0.05318432
GH_42A-43_4,HC_38_5,0.053173498,0.161734698,0.053173498
MEDS_2B_AnsVal,SF-36_35,0.0531558513,0.2170588632,0.0531558513
GH_36-D_4,HC_38_15,0.0531484168,0.1619329185,0.0531484168
HCU_M_18_AnsVal,HC_38_5,0.0531454988,0.5099507195,0.0531454988
HCU_11_1_AnsVal,HC_38_13,0.0531380894,0.1614089196,0.0531380894
MJM_3C_2,HC_37_3,0.053119129,0.255546021,0.053119129
AUDIT-C_10B,SF-36_13,0.0530884862,0.2155195137,0.0530884862
AUDIT-C_10B,SF-36_11,0.053086218,0.2146966877,0.053086218
HCU_29_AnsVal,HC_37_1,0.0530860846,0.1621228878,0.0530860846
GH_F_58,SF-36_34,0.0530789574,0.2181533035,0.0530789574
AUDIT-C_9D,HC_37_6,0.0530744892,0.8054470823,0.0530744892
GH_65-68_1,SF-36_26,0.0530578677,0.1611385282,0.0530578677
KW_43-46_2_AnsVal,SF-36_5,0.0530465341,0.1627399934,0.0530465341
DEM_EMPL_4_AnsVal,HC_37_8,0.0530354931,0.1625239185,0.0530354931
SUN_17,SF-36_13,0.0530311803,0.1610490913,0.0530311803
MW_15-18_3_AnsVal,HC_37_3,0.0530276693,0.1641113056,0.0530276693
BPI_A-D_4_AnsText,HC_37_9,0.053022774,0.3758952371,0.053022774
DIET_18-20_2,HC_38_8,0.0529886701,0.1644221026,0.0529886701
MJM_5A_5,HC_37_5,0.0529507515,0.260201101,0.0529507515
LTEQ_3_AnsVal,SF-36_12,0.0529456473,0.1629343908,0.0529456473
GH_65-68_4,SF-36_24,0.0529377111,0.1623922564,0.0529377111
DEM_RACE_9_3,SF-36_24,0.052924884,0.1646244677,0.052924884
MJM_1D_1,HC_38_4,0.0529080765,0.3188319221,0.0529080765
HCU_6_AnsVal,SF-36_10,0.0529070758,0.161432293,0.0529070758
CTXD_47-49_2_AnsVal,HC_38_10,0.0529066765,0.1672445184,0.0529066765
GH_21-24_4,HC_38_10,0.0528392724,0.1637822577,0.0528392724
DIET_21,SF-36_3,0.0528180913,0.162740894,0.0528180913
GH_20-A_3,HC_38_1,0.0528163907,0.1642693314,0.0528163907
MJM_2C,HC_37_5,0.0528113746,0.2957110641,0.0528113746
GH_19-A_1,HC_38_4,0.0528019465,0.1640805515,0.0528019465
BMI_1_AnsText,SF-36_36,0.0527904095,0.1635659602,0.0527904095
DEM_EDU_1,HC_37_9,0.0527836897,0.1645310371,0.0527836897
AUDIT-C_11-14_B_AnsVal,SF-36_18,0.05275662,0.190635525,0.05275662
HCU_F_21_AnsVal,HC_38_6,0.0527435241,0.2228067118,0.0527435241
MJM_1B,HC_38_3,0.0527248462,0.3171241677,0.0527248462
OC_4B,HC_38_8,0.0527190729,0.1675107226,0.0527190729
CTXD_34-38_2_AnsVal,HC_38_2,0.0526972759,0.1673765765,0.0526972759
HCU_3_1,SF-36_7,0.052677847,0.1647708765,0.052677847
GH_F_59,SF-36_26,0.0526743386,0.221687563,0.0526743386
RH_F_9A_F_3_AnsVal,SF-36_10,0.05266988,0.2713702299,0.05266988
AUDIT-C_10B,SF-36_26,0.0526688016,0.2183287686,0.0526688016
HCU_F_21_AnsVal,HC_38_14,0.0526685216,0.2234662263,0.0526685216
CTXD_50-54_2_AnsVal,HC_38_10,0.0526611793,0.1682893458,0.0526611793
RH_6,HC_38_10,0.0526510684,0.1721552895,0.0526510684
GH_83-86_3,HC_37_3,0.0526169364,0.1661764169,0.0526169364
GH_F_50-56_5,HC_38_6,0.0525856037,0.2237632378,0.0525856037
MJM_2D_3-5_1_AnsVal,HC_38_9,0.0525821375,0.2965845038,0.0525821375
RH_5A_3,HC_37_8,0.0525719008,0.2488322981,0.0525719008
HCU_28A-E_E_AnsVal,HC_38_12,0.0525533157,0.1794906754,0.0525533157
HCU_4_AnsVal,HC_38_13,0.052548771,0.1661146147,0.052548771
MJM_1D_2,HC_38_8,0.0525369567,0.3229264881,0.0525369567
HCU_11_3_AnsVal,HC_37_9,0.0525308125,0.1662596123,0.0525308125
HCU_11_3_AnsVal,HC_38_15,0.0525308125,0.1662596123,0.0525308125
CTXD_47-49_1_AnsVal,HC_37_8,0.0525248466,0.1700205701,0.0525248466
MEDS_7,HC_38_4,0.0525159062,0.1663800386,0.0525159062
MJM_5E_2,HC_38_11,0.0525090858,0.2668645472,0.0525090858
HCU_10_AnsVal,SF-36_36,0.0525048981,0.1652516952,0.0525048981
MW_19-23_5_AnsVal,HC_38_9,0.0524790216,0.1697681631,0.0524790216
GH_87-89_3,SF-36_6,0.0524722001,0.1655154954,0.0524722001
CTXD_34-38_4_AnsVal,HC_38_14,0.0524366424,0.1694899663,0.0524366424
GH_9-14_4,HC_38_6,0.0524289693,0.167390031,0.0524289693
HCU_4_AnsVal,HC_38_2,0.052425728,0.1671099741,0.052425728
GH_87-89_4,HC_38_1,0.0524117396,0.1672234159,0.0524117396
HCU_11_4_AnsVal,HC_37_3,0.0524105129,0.1672333671,0.0524105129
GH_F_50-56_8,HC_37_7,0.0523963792,0.2245705333,0.0523963792
AUDIT-C_11-14_A_AnsVal,HC_37_9,0.0523922434,0.1673816213,0.0523922434
NPX_2-5_2_AnsVal,HC_37_7,0.052350791,0.3380026763,0.052350791
AUDIT-C_9,HC_37_9,0.0523487317,0.1677351082,0.0523487317
DEM_RACE_9_2,SF-36_14,0.0523294906,0.1691229128,0.0523294906
MW_4,HC_38_13,0.052303647,0.1677956069,0.052303647
GH_F_58A_AnsVal,HC_38_2,0.0522876757,0.3125637659,0.0522876757
ISQ_2-7_4_AnsVal,HC_38_2,0.0522824735,0.173266296,0.0522824735
GH_F_50-56_4,HC_37_5,0.0522807444,0.2255965141,0.0522807444
HCU_13_4,HC_37_1,0.052278435,0.1689222828,0.052278435
LTEQ_4,HC_38_11,0.0522713547,0.1922296566,0.0522713547
HCU_11_5,SF-36_5,0.0522660774,0.1671857348,0.0522660774
GH_79-82_1,HC_38_6,0.0522597596,0.1687668851,0.0522597596
GH_29-33_1,HC_37_4,0.052232803,0.1692950256,0.052232803
BPI_3_AnsVal,HC_38_11,0.0522305011,0.3813770819,0.0522305011
FSI_13,HC_38_10,0.0522251832,0.1709072946,0.0522251832
ISQ_12-15_3_AnsVal,HC_37_7,0.0522074219,0.2921958183,0.0522074219
ISQ_8-11_2_AnsVal,HC_38_5,0.0521731435,0.298527511,0.0521731435
RH_F_9A_F_1_AnsVal,SF-36_3,0.052162309,0.2684372237,0.052162309
MEDS_3C_AnsVal,SF-36_19,0.0521456135,0.1687788957,0.0521456135
AUDIT-C_10B,HC_38_9,0.0521138383,0.2249303305,0.0521138383
MW_7-10_3_AnsVal,HC_38_10,0.0520966137,0.1738499862,0.0520966137
MJM_1B,HC_38_7,0.0520942618,0.3229547156,0.0520942618
BPI_A-D_4_AnsText,HC_38_9,0.052092589,0.3834868401,0.052092589
BPI_A-D_1_AnsText,HC_38_7,0.0520896062,0.3826645843,0.0520896062
BF_55-58_1_AnsVal,SF-36_31,0.0520697672,0.1712514707,0.0520697672
AUDIT-C_11-14_C_AnsVal,SF-36_30,0.0520450943,0.1820671071,0.0520450943
KW_43-46_1_AnsVal,SF-36_6,0.0520364632,0.1699806342,0.0520364632
AUDIT-C_10B,HC_37_4,0.0520200096,0.2253393812,0.0520200096
MJM_3C_3-5_2_AnsVal,HC_38_3,0.0520140477,0.2650597874,0.0520140477
GH_20-A_2,HC_38_6,0.0519993595,0.1709022923,0.0519993595
GH_29-33_1,SF-36_23,0.0519928897,0.1706469763,0.0519928897
MEDS_9,SF-36_19,0.0519730468,0.1698880927,0.0519730468
GH_44-48_4,HC_38_15,0.0519457568,0.1716538699,0.0519457568
GH_8-B_2,HC_38_7,0.0519349561,0.1717431031,0.0519349561
RH_M_9G_L_6_AnsVal,HC_38_6,0.0519349144,0.7173975369,0.0519349144
RH_M_9G_L_6_AnsVal,HC_38_14,0.0519349144,0.7173975369,0.0519349144
MEDS_1A_AnsVal,SF-36_3,0.05192001,0.1727994462,0.05192001
MJM_5C,HC_38_4,0.0519043655,0.272419444,0.0519043655
OC_4A_AnsVal,HC_38_5,0.0518910434,0.1807191422,0.0518910434
AUDIT-C_10B,SF-36_36,0.0518833013,0.225708261,0.0518833013
HCU_3_2,SF-36_25,0.0518138439,0.17181741,0.0518138439
BF_55-58_2_AnsVal,HC_37_4,0.0517951757,0.1754066526,0.0517951757
HCU_6_AnsVal,SF-36_4,0.0517873283,0.1705014142,0.0517873283
OC_4A_AnsVal,HC_37_7,0.0517646996,0.181784519,0.0517646996
HCU_F_20_AnsVal,HC_37_7,0.0517610691,0.2298146859,0.0517610691
RH_M_9G_L_4_AnsVal,HC_38_12,0.0517520384,0.5481100584,0.0517520384
CTXD_24-28_2_AnsVal,HC_38_10,0.0517478989,0.1748563674,0.0517478989
MJM_1D_1,HC_38_6,0.0517338016,0.3297060412,0.0517338016
CTXD_29-33_3_AnsVal,HC_38_10,0.051719275,0.1779499431,0.051719275
HCU_14_AnsVal,HC_37_5,0.0516740259,0.1739093948,0.0516740259
MJM_5E_3-6_2_AnsVal,HC_37_5,0.0516469397,0.2764263064,0.0516469397
GH_19-A_2,HC_38_2,0.051640288,0.1735694373,0.051640288
MJM_1D_3-5_1_AnsVal,HC_37_7,0.0516373797,0.3333527493,0.0516373797
BPI_A-D_3_AnsText,HC_38_2,0.0516255394,0.3911888893,0.0516255394
MW_15-18_4_AnsVal,HC_38_2,0.0516229294,0.1752733631,0.0516229294
GAD7_5C,HC_38_5,0.0516112366,0.1769468085,0.0516112366
MJM_3B,HC_38_14,0.0516093445,0.2682794133,0.0516093445
GH_36-D_5,SF-36_29,0.0516045229,0.1735579462,0.0516045229
HCU_15_AnsVal,HC_37_3,0.0516039736,0.1741831624,0.0516039736
GH_35-B_3,HC_38_4,0.0515862362,0.1749548061,0.0515862362
GH_79-82_4,HC_38_5,0.0515786986,0.1743944767,0.0515786986
PHQ_2E-H_1_AnsVal,HC_38_3,0.0515511538,0.179366128,0.0515511538
HCU_3_4_AnsVal,SF-36_30,0.0515480737,0.1743398559,0.0515480737
DEM_EDU_1,HC_38_8,0.051537522,0.1747391467,0.051537522
GH_9-14_4,HC_38_9,0.0515328843,0.1747779984,0.0515328843
ISQ_8-11_1_AnsVal,HC_37_3,0.0515310079,0.2985018615,0.0515310079
FSI_9-11_1_AnsText,HC_38_10,0.0515280963,0.1760686051,0.0515280963
GH_36-D_5,HC_38_9,0.0515051865,0.1753219442,0.0515051865
SF-36_8,SF-36_24,0.0514816831,0.1739661435,0.0514816831
GAD7_5B,HC_38_8,0.051477458,0.1783909964,0.051477458
MEDS_2B_AnsVal,SF-36_11,0.051476751,0.2310885114,0.051476751
ISQ_8-11_3_AnsVal,HC_38_3,0.0514706455,0.3014587304,0.0514706455
PHQ_2E-H_2_AnsVal,HC_37_8,0.0514387475,0.1780829251,0.0514387475
BF_55-58_1_AnsVal,SF-36_6,0.0514353161,0.1759089891,0.0514353161
GH_49-C_5,SF-36_29,0.051428243,0.1756563311,0.051428243
BF_55-58_2_AnsVal,HC_38_10,0.0514162948,0.1785900404,0.0514162948
MJM_1D_1,HC_38_9,0.0514143269,0.3327053772,0.0514143269
RH_5A_3,HC_38_3,0.0513986968,0.2590693273,0.0513986968
HCU_30_AnsVal,SF-36_13,0.0513847844,0.1744696791,0.0513847844
GH_87-89_3,SF-36_15,0.051378007,0.1751457235,0.051378007
GH_69-71_1,HC_38_11,0.0513773196,0.1763973799,0.0513773196
GH_F_50-56_1,SF-36_30,0.0513428562,0.2336060432,0.0513428562
HCU_28A-E_E_AnsVal,HC_37_6,0.0513389278,0.1897681298,0.0513389278
GH_79-82_3,HC_37_3,0.0513373527,0.1764219037,0.0513373527
MJM_3C_3-5_1_AnsVal,HC_38_4,0.0513043996,0.2721668487,0.0513043996
GH_36-D_2,SF-36_23,0.0512839861,0.1765603107,0.0512839861
GH_19-A_3,SF-36_7,0.0512688268,0.1754454125,0.0512688268
DEM_INSP_6_AnsVal,SF-36_23,0.0512631305,0.1776755553,0.0512631305
GH_1-7_4,HC_38_10,0.0512539103,0.1777536533,0.0512539103
GH_25-28_3,SF-36_30,0.0511946545,0.1763818424,0.0511946545
FSI_12,HC_37_9,0.0511945093,0.1776300896,0.0511945093
GH_35-B_1,HC_37_4,0.0511935122,0.1782658786,0.0511935122
FSI_9-11_3_AnsText,HC_38_10,0.0511918616,0.1795422852,0.0511918616
GH_36-D_2,SF-36_27,0.051191014,0.1770349185,0.051191014
MEDS_2A_AnsVal,HC_38_10,0.051179605,0.2359708864,0.051179605
GH_69-71_2,HC_38_14,0.051177604,0.1780869093,0.051177604
HCU_28A-E_D_AnsVal,HC_38_3,0.0511747771,0.1884871546,0.0511747771
HCU_28A-E_D_AnsVal,HC_38_13,0.0511687698,0.188539105,0.0511687698
BPI_A-D_3_AnsText,HC_37_9,0.0511607549,0.3963322623,0.0511607549
SF-36_20,HC_38_12,0.0511606023,0.1772926634,0.0511606023
GAD7_5D,HC_37_7,0.0511440389,0.1812232969,0.0511440389
GH_83-86_4,SF-36_34,0.0511304453,0.1775485249,0.0511304453
GH_87-89_1,HC_37_6,0.0511264883,0.1778945293,0.0511264883
NPX_2-5_4_AnsVal,HC_38_11,0.0511255216,0.3574936064,0.0511255216
FSI_9-11_2_AnsText,HC_38_12,0.0511196894,0.1798403486,0.0511196894
SP_60,SF-36_25,0.0511119043,0.1770828992,0.0511119043
MJM_1A,HC_37_2,0.0510858758,0.3344477216,0.0510858758
AUDIT-C_9B,HC_38_9,0.0510721749,0.4692834238,0.0510721749
ISQ_2-7_2_AnsVal,HC_37_8,0.0510613877,0.184512574,0.0510613877
GH_65-68_2,HC_37_6,0.0510513794,0.1788468544,0.0510513794
CTXD_50-54_5_AnsVal,HC_38_5,0.0510450872,0.1804773122,0.0510450872
MW_4C,HC_38_3,0.051031265,0.4053778039,0.051031265
ISQ_12-15_4_AnsVal,HC_38_8,0.0510310375,0.3038162294,0.0510310375
BMI_1_AnsText,HC_38_11,0.051031014,0.1790204841,0.051031014
RH_3A,SF-36_13,0.0510189107,0.2198803046,0.0510189107
MJM_5A_4,HC_37_5,0.0509982041,0.2782128002,0.0509982041
HCU_28A-E_C_AnsVal,HC_38_15,0.0509913632,0.1931295885,0.0509913632
GH_37-41_1,HC_38_7,0.0509858311,0.1794061483,0.0509858311
SUN_17,SF-36_31,0.0509813059,0.1781935345,0.0509813059
MJM_5E_3-6_1_AnsVal,HC_38_7,0.0509802155,0.282140059,0.0509802155
HCU_1_AnsVal,HC_37_3,0.0509588755,0.179009402,0.0509588755
GAD7_5G,HC_38_10,0.0509468427,0.1848499503,0.0509468427
GH_1-7_2,HC_38_8,0.0509350288,0.1804704141,0.0509350288
OC_4B,HC_37_4,0.0509312508,0.1824079703,0.0509312508
MEDS_4,SF-36_30,0.0509163218,0.1790602895,0.0509163218
GH_73-78_3,HC_38_8,0.0509162043,0.1800016637,0.0509162043
HCU_13_1,SF-36_34,0.0509120907,0.1794093068,0.0509120907
RH_5A_2,HC_38_5,0.0509065232,0.2636641723,0.0509065232
CTXD_29-33_1_AnsVal,HC_38_11,0.0508931977,0.1811451842,0.0508931977
RH_5A_5,HC_38_6,0.0508426182,0.2642648634,0.0508426182
MJM_5E_3-6_1_AnsVal,HC_37_7,0.0508357311,0.2824274616,0.0508357311
GH_49-C_1,HC_37_7,0.0508347835,0.1816471943,0.0508347835
PHQ_2A-D_4_AnsVal,HC_37_6,0.0508255791,0.1820434736,0.0508255791
HCU_28A-E_B_AnsVal,HC_38_11,0.0508058258,0.1913609407,0.0508058258
HCU_28A-E_D_AnsVal,SF-36_26,0.0507985847,0.1904189884,0.0507985847
GH_73-78_1,SF-36_34,0.050796422,0.1800874449,0.050796422
NPX_2-5_2_AnsVal,HC_38_13,0.0507799204,0.3534380042,0.0507799204
CTXD_50-54_3_AnsVal,HC_37_7,0.0507761338,0.1853545361,0.0507761338
MJM_2D_3-5_2_AnsVal,HC_37_5,0.0507615658,0.317990165,0.0507615658
DIET_18-20_1,HC_38_14,0.0507534113,0.1813997417,0.0507534113
FSI_1-4_4_AnsText,HC_37_7,0.050749506,0.1830174633,0.050749506
FSI_5-8_2_AnsText,HC_38_2,0.0507461082,0.1827287055,0.0507461082
DEM_EDU_1,SF-36_31,0.0507457767,0.1808362845,0.0507457767
HCU_5_AnsVal,HC_37_3,0.0507099344,0.1820902173,0.0507099344
HCU_13_3,SF-36_6,0.0507015414,0.1809033571,0.0507015414
MJM_2D_1,HC_37_2,0.0506894193,0.316188011,0.0506894193
CTXD_29-33_5_AnsVal,HC_38_13,0.050685545,0.1835705909,0.050685545
GH_1-7_5,HC_38_8,0.050679714,0.1826676977,0.050679714
GH_65-68_2,HC_38_7,0.0506661623,0.1821523446,0.0506661623
HCU_13_1,HC_38_6,0.0506489596,0.1826170379,0.0506489596
GH_1-7_4,HC_38_13,0.0506161429,0.1832178659,0.0506161429
HCU_11_1_AnsVal,HC_37_3,0.050615637,0.1822736664,0.050615637
GH_37-41_3,HC_37_9,0.0505958604,0.1827604423,0.0505958604
HCU_F_20_AnsVal,HC_38_6,0.0505850716,0.2414649668,0.0505850716
GH_F_50-56_4,SF-36_11,0.0505799739,0.239762387,0.0505799739
MJM_1D_1,HC_37_2,0.0505495152,0.3409122388,0.0505495152
DIET_23,HC_38_7,0.0505317,0.18300076,0.0505317
MEDS_2B_AnsVal,SF-36_4,0.0505171206,0.2399123686,0.0505171206
MJM_5A_3,HC_38_9,0.0505080619,0.2839326562,0.0505080619
MW_7-10_4_AnsVal,HC_38_12,0.050491457,0.1862184734,0.050491457
GH_29-33_1,HC_38_2,0.0504887333,0.1840067637,0.0504887333
FSI_1-4_1_AnsText,HC_38_2,0.0504872792,0.1846549429,0.0504872792
GH_20-A_1,HC_38_6,0.0504630691,0.1839131561,0.0504630691
SF-36_21,HC_38_2,0.0504580198,0.1833250791,0.0504580198
MJM_2D_3-5_3_AnsVal,HC_37_7,0.0504377488,0.3210910999,0.0504377488
HCU_9_AnsVal,SF-36_36,0.0504371866,0.1831910789,0.0504371866
MW_19-23_1_AnsVal,HC_37_8,0.0504149166,0.1856049287,0.0504149166
GH_37-41_4,HC_38_3,0.0503894024,0.184554943,0.0503894024
DIET_18-20_2,SF-36_6,0.0503828083,0.1849297862,0.0503828083
CTXD_44-46_2_AnsVal,HC_37_8,0.0503566056,0.1870766371,0.0503566056
GH_72-A_1,SF-36_24,0.0503529766,0.1845560695,0.0503529766
MJM_2D_3-5_1_AnsVal,HC_38_6,0.0503483279,0.3176078361,0.0503483279
GH_M_60-64_2,SF-36_7,0.050345039,0.5325303235,0.050345039
HCU_F_19,HC_38_13,0.0503298346,0.2451760847,0.0503298346
GH_9-14_5,HC_38_3,0.0502965237,0.1853664599,0.0502965237
AUDIT-C_11-14_B_AnsVal,HC_37_8,0.0502364187,0.213846551,0.0502364187
DIET_26,HC_38_10,0.0502265683,0.1856619956,0.0502265683
KW_39-42_4_AnsVal,SF-36_9,0.0502140413,0.1857718579,0.0502140413
DIET_27_32_4_AnsVal,SF-36_6,0.0501632656,0.1868537426,0.0501632656
GH_20-A_2,SF-36_27,0.0501572487,0.1856369029,0.0501572487
GH_79-82_2,SF-36_19,0.0501458462,0.1854211055,0.0501458462
GAD7_5B,HC_38_9,0.050130462,0.1900377212,0.050130462
CTXD_29-33_2_AnsVal,HC_37_6,0.0501293943,0.1874710328,0.0501293943
MW_59,HC_38_3,0.0501266052,0.1865400134,0.0501266052
GH_20-A_3,HC_37_1,0.0500617109,0.1874298507,0.0500617109
RH_4,SF-36_24,0.0500492564,0.1865868472,0.0500492564
GH_9-14_2,HC_38_7,0.0500222253,0.1877784814,0.0500222253
DEM_EMPL_4_AnsVal,HC_38_3,0.0500163493,0.1878304032,0.0500163493
AUDIT-C_11-14_A_AnsVal,HC_38_11,0.0499631319,0.1879824571,0.0499631319
GH_29-33_3,HC_37_5,0.0499576051,0.1886693884,0.0499576051
GH_36-D_4,HC_38_13,0.0499576051,0.1886693884,0.0499576051
GH_34-A_1,SF-36_34,0.0499340585,0.1872871896,0.0499340585
RH_F_9A_F_6_AnsVal,HC_38_2,0.0499302379,0.5372481567,0.0499302379
GH_29-33_3,SF-36_30,0.0499142739,0.1880968858,0.0499142739
HCU_11_3_AnsVal,HC_38_2,0.0499120117,0.1884352099,0.0499120117
GH_36-D_3,HC_37_6,0.0498868104,0.1892973845,0.0498868104
GH_72-A_3,HC_37_9,0.0498774055,0.1897012559,0.0498774055
GH_29-33_4,SF-36_23,0.0498580891,0.1889136512,0.0498580891
DIET_23,HC_37_3,0.0498560385,0.1889318629,0.0498560385
RH_M_9G_L_4_AnsVal,SF-36_12,0.049824312,0.5631328355,0.049824312
GH_1-7_6,HC_38_2,0.0498205522,0.1902071209,0.0498205522
MW_7-10_1_AnsVal,HC_38_13,0.0498185194,0.1921621409,0.0498185194
MJM_2D_2,HC_38_13,0.0497936135,0.3229757457,0.0497936135
KW_39-42_4_AnsVal,SF-36_5,0.0497832858,0.1895788404,0.0497832858
GH_21-24_3,HC_38_13,0.0497690041,0.1897060369,0.0497690041
MJM_2D_1,HC_38_4,0.0497664541,0.3250915204,0.0497664541
SF-36_21,HC_38_9,0.0497330767,0.1897071788,0.0497330767
MJM_3A,HC_38_8,0.0497318991,0.2861023434,0.0497318991
FSI_12,HC_38_6,0.0497166738,0.1904924512,0.0497166738
MEDS_2B_AnsVal,HC_37_7,0.0497101976,0.2488296124,0.0497101976
KW_56-57_1_AnsVal,SF-36_15,0.0497018507,0.1919106582,0.0497018507
HCU_11_6,SF-36_17,0.0496950981,0.3437651609,0.0496950981
GH_90,HC_38_1,0.049691204,0.1916835354,0.049691204
GH_65-68_5,HC_37_1,0.0496903307,0.1907277781,0.0496903307
MJM_3C_1,HC_38_4,0.049666381,0.2867383917,0.049666381
GH_87-89_2,SF-36_3,0.0496546348,0.189452738,0.0496546348
RH_3A,HC_38_10,0.0496507142,0.2333258632,0.0496507142
GH_25-28_3,SF-36_34,0.0496398503,0.1899024022,0.0496398503
MEDS_3,SF-36_28,0.0496005953,0.1902533592,0.0496005953
HCU_25_AnsVal,HC_37_8,0.0495872526,0.1922933401,0.0495872526
HCU_6_AnsVal,SF-36_23,0.0495677909,0.1905470101,0.0495677909
GH_73-78_7,HC_38_10,0.0495495719,0.1919888191,0.0495495719
BPI_E-G_1_AnsText,HC_37_9,0.0495486882,0.4097025999,0.0495486882
